sequence_id	protein_id	start	end	strand	average_p	max_p
1	1_150	151986	154073	+	0.9878853863396655	0.9878853863396655
1	1_151	154186	155511	+	0.9884167630821873	0.9884167630821873
1	1_152	155568	156935	-	0.9864961690107369	0.9864961690107369
1	1_153	156976	157326	-	0.9810099491971914	0.9810099491971914
1	1_154	157435	158097	-	0.976127106496067	0.976127106496067
1	1_155	158246	159175	+	0.9717966526914421	0.9717966526914421
1	1_156	159128	159352	-	0.9679733677901401	0.9679733677901401
1	1_157	159483	159983	-	0.9646173278199976	0.9646173278199976
1	1_158	160005	161006	-	0.9616934879308903	0.9616934879308903
1	1_159	161119	162006	+	0.9591713164451238	0.9591713164451238
1	1_160	162025	164727	-	0.9596139605348033	0.9596139605348033
1	1_161	164697	166694	-	0.9625828631726373	0.9625828631726373
1	1_162	166884	170918	-	0.9659908596365566	0.9659908596365566
1	1_163	170929	171252	-	0.9827196560175213	0.9827196560175213
1	1_164	171294	173300	+	0.9813108861797647	0.9813108861797647
1	1_165	173309	174259	-	0.9751046906035751	0.9751046906035751
1	1_166	174409	175821	-	0.9748739903967111	0.9748739903967111
1	1_167	175918	179829	-	0.9762808569919444	0.9762808569919444
1	1_168	180090	180473	+	0.9699525590000591	0.9699525590000591
1	1_169	180498	180908	-	0.009408514570964335	0.009408514570964335
1	1_170	181331	183562	+	0.00025689921039968416	0.00025689921039968416
1	1_171	183747	183905	+	0.017413650463692535	0.017413650463692535
1	1_172	183976	184317	-	0.013743442130959117	0.013743442130959117
1	1_173	184472	184897	-	0.01387438466593836	0.01387438466593836
1	1_174	184962	185672	-	0.017417211854952364	0.017417211854952364
1	1_175	185669	185893	-	0.000014510466559633038	0.000014510466559633038
1	1_176	186425	187411	-	0.00752882651471315	0.00752882651471315
1	1_177	187408	188286	-	0.022993073003670515	0.022993073003670515
1	1_178	188288	189463	-	0.07864936321031883	0.07864936321031883
1	1_179	189693	191327	+	0.6294673205984495	0.6294673205984495
1	1_180	191338	192177	-	0.6880726084163922	0.6880726084163922
1	1_181	192272	193612	-	0.7138446530698701	0.7138446530698701
1	1_182	193972	195396	+	0.7346079556616908	0.7346079556616908
1	1_183	195536	196309	+	0.7356659775320541	0.7356659775320541
1	1_184	196306	197727	+	0.7377240647237012	0.7377240647237012
1	1_185	197745	198746	-	0.8734325761238446	0.8734325761238446
1	1_186	198800	199006	-	0.9085829344560866	0.9085829344560866
1	1_187	198982	199488	-	0.9174114579347761	0.9174114579347761
1	1_188	199808	200158	+	0.9288233115039053	0.9288233115039053
1	1_189	200503	200628	+	0.9391594787526768	0.9391594787526768
1	1_190	200839	201663	+	0.9459566841205648	0.9459566841205648
1	1_191	202001	202411	+	0.9574027037294305	0.9574027037294305
1	1_192	202538	203407	+	0.9907722061916322	0.9907722061916322
1	1_193	203556	204821	+	0.9936482281551297	0.9936482281551297
1	1_194	205083	205823	+	0.9983852133937884	0.9983852133937884
1	1_195	205813	206997	+	0.9970202429902822	0.9970202429902822
1	1_196	207158	207985	-	0.9896550269354323	0.9896550269354323
1	1_197	208063	208740	+	0.9862102833846124	0.9862102833846124
1	1_198	208858	209289	+	0.9834271540481319	0.9834271540481319
1	1_199	209289	209723	+	0.9809998896095733	0.9809998896095733
1	1_200	209800	210789	-	0.97890314379201	0.97890314379201
1	1_201	210890	211156	-	0.9727805768892884	0.9727805768892884
1	1_202	211279	211818	+	0.9704973932227348	0.9704973932227348
1	1_203	211847	212305	+	0.9685531549286487	0.9685531549286487
1	1_204	212436	212966	+	0.9616254531887004	0.9616254531887004
1	1_205	213037	213936	-	0.9469178531864293	0.9469178531864293
1	1_206	214125	217337	+	0.7735386556719658	0.7735386556719658
1	1_207	217597	217998	-	0.7527148807714155	0.7527148807714155
1	1_208	218021	218812	-	0.7167429572698644	0.7167429572698644
1	1_209	218916	219440	-	0.6288609062932532	0.6288609062932532
1	1_210	219492	221591	-	0.6304280161008519	0.6304280161008519
1	1_211	222036	222368	+	0.36435324499587046	0.36435324499587046
1	1_212	222365	223111	+	0.3419871498465042	0.3419871498465042
1	1_213	223204	223479	-	0.3214687831606719	0.3214687831606719
1	1_214	223839	225326	-	0.13311210884769453	0.13311210884769453
1	1_215	225662	226306	+	0.07047131752890996	0.07047131752890996
1	1_216	226573	227364	-	0.07484100679590944	0.07484100679590944
1	1_217	227402	228064	+	0.07971184628863455	0.07971184628863455
1	1_218	228674	228871	-	0.08028517971463235	0.08028517971463235
1	1_219	229326	229844	+	0.08079525295753238	0.08079525295753238
1	1_220	230039	230398	-	0.06031828383984392	0.06031828383984392
1	1_221	230445	230939	-	0.03917902574522457	0.03917902574522457
1	1_222	231036	231908	+	0.024099432421692362	0.024099432421692362
1	1_223	232276	233076	+	0.018480363767216273	0.018480363767216273
1	1_224	233672	233938	+	0.021991310935581168	0.021991310935581168
1	1_225	234159	234779	+	0.02175920062370613	0.02175920062370613
1	1_226	234816	236972	-	0.00409647010666603	0.00409647010666603
1	1_227	236979	239135	-	0.0020850329034096714	0.0020850329034096714
1	1_228	239135	239941	-	0.013427336595935306	0.013427336595935306
1	1_229	240075	240482	-	0.009246532253713588	0.009246532253713588
1	1_230	240688	241419	+	0.025904068073689213	0.025904068073689213
1	1_231	241399	242124	-	0.022619193133319577	0.022619193133319577
1	1_232	242281	242673	-	0.025302591663414857	0.025302591663414857
1	1_233	242724	244022	+	0.029161388935432245	0.029161388935432245
1	1_234	244147	244350	-	0.024122189737541138	0.024122189737541138
1	1_235	245042	245539	+	0.09397473792976091	0.09397473792976091
1	1_236	245532	245972	+	0.13589941984672863	0.13589941984672863
1	1_237	246103	247341	+	0.13638035191793121	0.13638035191793121
1	1_238	247465	248700	+	0.13270178867640756	0.13270178867640756
1	1_239	248768	248998	+	0.12949134926340605	0.12949134926340605
1	1_240	249076	249906	+	0.1267155092367088	0.1267155092367088
1	1_241	249938	250933	-	0.11882770416511862	0.11882770416511862
1	1_242	251082	254555	+	0.11528832407354064	0.11528832407354064
1	1_243	254720	254998	-	0.11309120664397836	0.11309120664397836
1	1_244	255095	255484	+	0.11125267492668361	0.11125267492668361
1	1_245	255789	256439	+	0.11129186603275418	0.11129186603275418
1	1_246	256406	257374	-	0.11655012277633524	0.11655012277633524
1	1_247	257499	258113	+	0.12896058426125862	0.12896058426125862
1	1_248	258186	258656	+	0.2715309670158365	0.2715309670158365
1	1_249	258670	259947	-	0.28663741699849876	0.28663741699849876
1	1_250	260274	260684	-	0.26761552884995227	0.26761552884995227
1	1_251	260779	261537	-	0.25046525575113004	0.25046525575113004
1	1_252	261575	263092	+	0.25009931982896744	0.25009931982896744
1	1_253	263112	264272	-	0.2520089198468701	0.2520089198468701
1	1_254	264424	264606	-	0.2544145319193844	0.2544145319193844
1	1_255	264686	266008	-	0.14228373861084406	0.14228373861084406
1	1_256	266002	266424	-	0.14133392933345515	0.14133392933345515
1	1_257	266592	267023	+	0.1159216058428892	0.1159216058428892
1	1_258	267179	267901	+	0.11606270795698224	0.11606270795698224
1	1_259	267911	268192	-	0.11618407268496408	0.11618407268496408
1	1_260	268226	268888	-	0.07609494130137678	0.07609494130137678
1	1_261	269107	272148	+	0.06741848650418092	0.06741848650418092
1	1_262	272203	273000	-	0.07181233962471914	0.07181233962471914
1	1_263	273000	274277	-	0.03523686226278888	0.03523686226278888
1	1_264	274528	274884	+	0.36621920794256263	0.36621920794256263
1	1_265	274889	276559	-	0.38026097588008617	0.38026097588008617
1	1_266	276635	277045	-	0.3723495700333998	0.3723495700333998
1	1_267	277138	277659	+	0.6563051281641454	0.6563051281641454
1	1_268	277719	278753	+	0.735483422835556	0.735483422835556
1	1_269	278784	279605	-	0.9643805506240906	0.9643805506240906
1	1_270	279757	280818	+	0.969734478481724	0.969734478481724
1	1_271	280824	281387	+	0.9047386239080212	0.9047386239080212
1	1_272	281384	282187	+	0.8796558677505982	0.8796558677505982
1	1_273	282145	282420	+	0.8643543827664404	0.8643543827664404
1	1_274	282497	283453	-	0.848063655452279	0.848063655452279
1	1_275	283621	285231	+	0.8100103482586455	0.8100103482586455
1	1_276	285215	285892	-	0.7908205824229353	0.7908205824229353
1	1_277	285961	286173	-	0.7715433273243665	0.7715433273243665
1	1_278	286259	286735	+	0.7507157584282025	0.7507157584282025
1	1_279	286855	288747	-	0.7291075524467867	0.7291075524467867
1	1_280	288744	292571	-	0.4903026971390589	0.4903026971390589
1	1_281	292568	293725	-	0.8199538986260309	0.8199538986260309
1	1_282	293858	298783	-	0.8547801990869461	0.8547801990869461
1	1_283	298780	299646	-	0.8707264732742619	0.8707264732742619
1	1_284	299849	300595	+	0.8856770066736881	0.8856770066736881
1	1_285	300592	300861	+	0.8996518566052997	0.8996518566052997
1	1_286	301035	301979	-	0.9126773949034881	0.9126773949034881
1	1_287	302144	302677	-	0.924785684230602	0.924785684230602
1	1_288	302827	304125	+	0.972817442916407	0.972817442916407
1	1_289	304213	305409	-	0.9802962008160488	0.9802962008160488
1	1_290	305482	306459	-	0.9947040350191428	0.9947040350191428
1	1_291	306652	307449	+	0.9958521493774296	0.9958521493774296
1	1_292	307572	307760	+	0.9985784751719302	0.9985784751719302
1	1_293	307884	309248	-	0.9928413220214861	0.9928413220214861
1	1_294	309387	310766	+	0.9690063490869586	0.9690063490869586
1	1_295	310729	312252	-	0.9653415796809174	0.9653415796809174
1	1_296	312300	312881	-	0.9083497943756186	0.9083497943756186
1	1_297	313003	313167	+	0.09513369139082696	0.09513369139082696
1	1_298	313212	313460	+	0.0005926016454761681	0.0005926016454761681
1	1_299	313457	314359	+	0.3052581489819071	0.3052581489819071
1	1_300	314541	314786	-	0.35317855350010946	0.35317855350010946
1	1_301	314904	315509	+	0.2745605103975811	0.2745605103975811
1	1_302	315506	316981	+	0.30491301678109367	0.30491301678109367
1	1_303	317001	317714	+	0.30250467421942984	0.30250467421942984
1	1_304	317755	318456	+	0.3218194971301134	0.3218194971301134
1	1_305	318469	321348	-	0.34251702464083383	0.34251702464083383
1	1_306	322127	322537	-	0.39167117958070546	0.39167117958070546
1	1_307	323568	323954	-	0.568486747002346	0.568486747002346
1	1_308	324204	324737	-	0.5940798956716457	0.5940798956716457
1	1_309	325113	325574	-	0.5936775844019908	0.5936775844019908
1	1_310	326164	326388	-	0.5938262021759639	0.5938262021759639
1	1_311	326532	327200	-	0.5945273009082211	0.5945273009082211
1	1_312	327197	328426	-	0.5934787665273142	0.5934787665273142
1	1_313	328673	330898	+	0.6497604610893342	0.6497604610893342
1	1_314	331000	332793	-	0.6742718783783976	0.6742718783783976
1	1_315	332793	333854	-	0.9189819711937761	0.9189819711937761
1	1_316	334222	334986	-	0.9311443758071378	0.9311443758071378
1	1_317	335296	335814	+	0.9701645889531784	0.9701645889531784
1	1_318	335926	336408	+	0.9888347528232833	0.9888347528232833
1	1_319	336464	337351	+	0.9949707076945713	0.9949707076945713
1	1_320	337348	338907	-	0.9999889231777253	0.9999889231777253
1	1_321	339025	340539	+	0.9999992457564073	0.9999992457564073
1	1_322	340550	341278	+	0.9997733749492592	0.9997733749492592
1	1_323	341447	342967	+	0.9995892559116717	0.9995892559116717
1	1_324	342980	344200	+	0.9978420182255973	0.9978420182255973
1	1_325	344151	344546	-	0.9976473047230714	0.9976473047230714
1	1_326	344704	345426	+	0.9975658743046665	0.9975658743046665
1	1_327	345785	346225	-	0.9979139534759642	0.9979139534759642
1	1_328	346653	347099	-	0.9983854319330102	0.9983854319330102
1	1_329	347191	347769	+	0.9981724685190467	0.9981724685190467
1	1_330	348329	349276	-	0.9984503539485432	0.9984503539485432
1	1_331	349319	350098	+	0.9988415242110973	0.9988415242110973
1	1_332	350762	351133	+	0.9993500640325602	0.9993500640325602
1	1_333	351133	352440	+	0.9999812837495143	0.9999812837495143
1	1_334	352437	355538	+	0.9999248332383673	0.9999248332383673
1	1_335	355967	356740	+	0.9959303450371579	0.9959303450371579
1	1_336	356768	357469	+	0.9898970314487423	0.9898970314487423
1	1_337	357392	358069	-	0.9833041178667296	0.9833041178667296
1	1_338	358279	360582	-	0.9753988694351268	0.9753988694351268
1	1_339	361148	361390	-	0.9674957191327624	0.9674957191327624
1	1_340	361462	362151	-	0.9588985020179743	0.9588985020179743
1	1_341	362171	363073	-	0.949422141083877	0.949422141083877
1	1_342	363461	365233	-	0.9392829652225976	0.9392829652225976
1	1_343	365256	366377	+	0.9273218897251319	0.9273218897251319
1	1_344	366292	366699	-	0.9163569269910122	0.9163569269910122
1	1_345	367115	368638	-	0.7359709641676881	0.7359709641676881
1	1_346	368714	369223	-	0.7136609636276338	0.7136609636276338
1	1_347	369356	370435	-	0.6902788800329039	0.6902788800329039
1	1_348	370680	370859	-	0.6648485462436171	0.6648485462436171
1	1_349	371303	372595	-	0.6412229556671726	0.6412229556671726
1	1_350	373207	374742	+	0.5689803296916591	0.5689803296916591
1	1_351	374855	375106	-	0.5433797445885891	0.5433797445885891
1	1_352	375483	375938	-	0.5178241486368071	0.5178241486368071
1	1_353	376172	376630	-	0.5150795707117237	0.5150795707117237
1	1_354	376917	377282	-	0.09631115635002624	0.09631115635002624
1	1_355	377375	377575	+	0.0931477490910906	0.0931477490910906
1	1_356	377700	379589	+	0.09201734528667843	0.09201734528667843
1	1_357	379729	380613	+	0.09119617165716383	0.09119617165716383
1	1_358	380610	381083	+	0.09065109130821776	0.09065109130821776
1	1_359	381080	382372	+	0.0916336145892574	0.0916336145892574
1	1_360	382369	382947	+	0.09278183765386044	0.09278183765386044
1	1_361	382977	384143	+	0.09447885056091983	0.09447885056091983
1	1_362	384205	384987	+	0.09822384948241286	0.09822384948241286
1	1_363	385402	385839	-	0.10039675239886887	0.10039675239886887
1	1_364	386291	386662	+	0.10293050450109266	0.10293050450109266
1	1_365	386684	387277	-	0.10585156404448741	0.10585156404448741
1	1_366	387657	387863	+	0.06719393311501085	0.06719393311501085
1	1_367	387886	388935	+	0.07316143179487528	0.07316143179487528
1	1_368	388939	389415	-	0.07977876045728928	0.07977876045728928
1	1_369	389916	390020	+	0.08711501937914402	0.08711501937914402
1	1_370	390304	391140	-	0.09524681613861899	0.09524681613861899
1	1_371	391281	391874	-	0.10425906557618352	0.10425906557618352
1	1_372	392047	393714	+	0.11195437363322285	0.11195437363322285
1	1_373	393789	394703	+	0.1205664502324669	0.1205664502324669
1	1_374	394775	395146	+	0.1301230572859535	0.1301230572859535
1	1_375	395268	396953	+	0.1401272449643562	0.1401272449643562
1	1_376	396991	397794	-	0.1512260448232553	0.1512260448232553
1	1_377	398141	399289	+	0.16353535410495731	0.16353535410495731
1	1_378	400321	401646	-	0.017197881475047756	0.017197881475047756
1	1_379	402760	404271	-	0.012890887190422218	0.012890887190422218
1	1_380	404537	405685	+	0.017201392198948447	0.017201392198948447
1	1_381	405682	406344	+	0.02486327790962292	0.02486327790962292
1	1_382	406574	407974	-	0.0002878199716192137	0.0002878199716192137
1	1_383	408408	408710	+	0.11370280853163707	0.11370280853163707
1	1_384	409130	409585	+	0.10977729443608762	0.10977729443608762
1	1_385	409707	410582	-	0.10631464300821067	0.10631464300821067
1	1_386	411363	411566	+	0.10327869612670831	0.10327869612670831
1	1_387	411885	412121	-	0.37949658645638895	0.37949658645638895
1	1_388	412219	412650	+	0.38738803615330114	0.38738803615330114
1	1_389	412701	413027	-	0.3829176194851129	0.3829176194851129
1	1_390	413657	414013	+	0.37911302008331316	0.37911302008331316
1	1_391	414101	415126	-	0.37593450909574166	0.37593450909574166
1	1_392	415290	415664	-	0.3925334768556967	0.3925334768556967
1	1_393	415838	416764	+	0.39790482813439565	0.39790482813439565
1	1_394	416757	417395	-	0.4533920023520617	0.4533920023520617
1	1_395	418391	419383	+	0.45316558983415434	0.45316558983415434
1	1_396	419591	420163	-	0.4534808474392573	0.4534808474392573
1	1_397	420587	421012	+	0.45434106718880657	0.45434106718880657
1	1_398	421258	422397	-	0.455755231774446	0.455755231774446
1	1_399	422530	423540	+	0.45773810835818646	0.45773810835818646
1	1_400	423548	424666	+	0.46031040277586716	0.46031040277586716
1	1_401	425243	426037	-	0.46321346870589086	0.46321346870589086
1	1_402	426368	427318	-	0.5738209731191914	0.5738209731191914
1	1_403	427315	428385	-	0.5743211796248211	0.5743211796248211
1	1_404	428573	429160	+	0.6192751154837116	0.6192751154837116
1	1_405	429736	430311	+	0.7417858803861643	0.7417858803861643
1	1_406	430956	431198	-	0.7504328857500665	0.7504328857500665
1	1_407	431485	431886	-	0.7221681615079109	0.7221681615079109
1	1_408	431969	432433	+	0.6966999642117881	0.6966999642117881
1	1_409	432550	433869	-	0.673921550080941	0.673921550080941
1	1_410	433962	434096	-	0.6548805956260567	0.6548805956260567
1	1_411	434096	434575	-	0.6377653108111122	0.6377653108111122
1	1_412	434744	435004	-	0.6270577752564843	0.6270577752564843
1	1_413	435001	435312	-	0.6175216474374008	0.6175216474374008
1	1_414	435634	437310	+	0.6058984591885952	0.6058984591885952
1	1_415	437223	437672	-	0.5986511317404177	0.5986511317404177
1	1_416	437793	438071	+	0.5922911087267461	0.5922911087267461
1	1_417	438813	438953	-	0.5867519767391343	0.5867519767391343
1	1_418	439228	440472	+	0.5819758943775845	0.5819758943775845
1	1_419	440329	441015	-	0.5779129882520213	0.5779129882520213
1	1_420	441401	441703	+	0.5745208321882916	0.5745208321882916
1	1_421	441726	442049	+	0.571764004200392	0.571764004200392
1	1_422	442108	442761	+	0.5696137166026829	0.5696137166026829
1	1_423	442731	443669	-	0.5680475153996055	0.5680475153996055
1	1_424	443941	444357	-	0.567049045813829	0.567049045813829
1	1_425	444580	445410	+	0.5546341484674364	0.5546341484674364
1	1_426	445431	446078	+	0.12350090998760781	0.12350090998760781
1	1_427	446391	446540	+	0.12386521563722394	0.12386521563722394
1	1_428	446884	447225	-	0.124207925309402	0.124207925309402
1	1_429	448604	449857	+	0.1245327109413819	0.1245327109413819
1	1_430	450609	451118	+	0.07296944134411831	0.07296944134411831
1	1_431	451072	451365	-	0.07730350460410616	0.07730350460410616
1	1_432	451487	452797	+	0.07952573731544292	0.07952573731544292
1	1_433	452974	453639	+	0.08049058659172723	0.08049058659172723
1	1_434	453841	454230	-	0.08474363888360231	0.08474363888360231
1	1_435	454567	455127	-	0.07258481490545443	0.07258481490545443
1	1_436	455222	455824	+	0.08147908164906154	0.08147908164906154
