sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
1	1_19	17316	18674	-	PF01381	Pfam	2.550753667694684e-7	9.221813693762415e-11	11	51	0.9986891116848563
1	1_20	20294	20968	-	PF00440	Pfam	2.048982227028712e-16	7.407744855490644e-20	12	58	0.9986174928242914
1	1_21	21080	22045	-	PF00486	Pfam	2.3167386693990792e-8	8.375772485173822e-12	22	75	0.9990025036784685
1	1_21	21080	22045	-	PF03704	Pfam	1.5363478584048305e-45	5.5544029588027136e-49	154	299	0.9990025036784685
1	1_22	22282	23007	-	PF00440	Pfam	1.3613764326078509e-12	4.921823689833156e-16	15	60	0.998813431045441
1	1_23	23198	23878	-	PF00440	Pfam	3.589568348295888e-19	1.2977470528907765e-22	14	58	0.9990308823021229
1	1_24	23999	25471	-	PF00067	Pfam	6.793559652866161e-18	2.456095319185163e-21	301	454	0.9998447599684773
1	1_25	25959	26921	+	PF03756	Pfam	2.612007625737967e-21	9.443266904331045e-25	39	174	0.9999894143500156
1	1_25	25959	26921	+	PF03756	Pfam	1.6701889578644114e-15	6.038282566393389e-19	216	315	0.9999894143500156
1	1_28	30005	30922	+	PF00106	Pfam	4.303828887410392e-55	1.5559757365908866e-58	15	203	0.9770535731836405
1	1_28	30005	30922	+	PF08659	Pfam	1.4836285380968074e-14	5.363805271499665e-18	16	168	0.9770535731836405
1	1_28	30005	30922	+	PF13561	Pfam	1.733295218246432e-49	6.266432459314649e-53	19	227	0.9770535731836405
1	1_33	33817	34407	+	PF02661	Pfam	3.5059611360737293e-7	1.2675202950375015e-10	57	148	0.8479903961188805
1	1_35	34652	35503	-	PF00248	Pfam	1.7122318610106145e-41	6.19028149316925e-45	12	257	0.8879908810779348
1	1_40	37108	37878	+	PF04542	Pfam	1.0613022525050119e-10	3.8369568058749526e-14	36	100	0.9561793919595167
1	1_40	37108	37878	+	PF04545	Pfam	1.265936185415051e-10	4.576775796872925e-14	131	180	0.9561793919595167
1	1_41	37875	39323	+	PF01435	Pfam	1.1860505199262488e-14	4.287962834151297e-18	85	338	0.9936448549081351
1	1_42	39480	42491	-	PF00668	Pfam	1.1832515776637106e-62	4.277843737034384e-66	75	500	0.9999138044853187
1	1_42	39480	42491	-	PF13193	Pfam	5.586282254144749e-7	2.0196248207320134e-10	526	593	0.9999138044853187
1	1_42	39480	42491	-	PF00550	Pfam	8.687864861327899e-12	3.140948973726645e-15	616	678	0.9999138044853187
1	1_42	39480	42491	-	PF04321	Pfam	3.0983519860752264e-8	1.1201561771783175e-11	705	864	0.9999138044853187
1	1_42	39480	42491	-	PF05368	Pfam	1.5163208360928676e-10	5.4819986843559924e-14	706	775	0.9999138044853187
1	1_42	39480	42491	-	PF01370	Pfam	8.850631461275841e-19	3.19979445454658e-22	706	925	0.9999138044853187
1	1_42	39480	42491	-	PF16363	Pfam	3.1912134611061046e-10	1.153728655497507e-13	707	841	0.9999138044853187
1	1_42	39480	42491	-	PF01073	Pfam	1.3709754495142578e-8	4.956527293977794e-12	707	868	0.9999138044853187
1	1_42	39480	42491	-	PF13460	Pfam	2.736931784314952e-14	9.894908837002718e-18	710	839	0.9999138044853187
1	1_43	42481	44331	-	PF00501	Pfam	9.245984491612365e-89	3.3427275819278255e-92	25	412	0.9999837722503069
1	1_43	42481	44331	-	PF13193	Pfam	1.4020042304626932e-11	5.068706545418269e-15	420	495	0.9999837722503069
1	1_43	42481	44331	-	PF00550	Pfam	2.084664428756454e-11	7.536747754000196e-15	531	594	0.9999837722503069
1	1_44	44333	46255	-	PF00501	Pfam	6.030925177775601e-70	2.1803778661516996e-73	42	446	0.9999875862507219
1	1_44	44333	46255	-	PF13193	Pfam	3.3034746145899645e-9	1.1943147558170514e-12	454	529	0.9999875862507219
1	1_44	44333	46255	-	PF00550	Pfam	1.4675481293099713e-8	5.305669303362152e-12	566	629	0.9999875862507219
1	1_45	46255	49440	-	PF00668	Pfam	4.3723335239060443e-66	1.580742416451932e-69	2	439	0.9999982886802173
1	1_45	46255	49440	-	PF00501	Pfam	1.7826433940263756e-74	6.444842350059203e-78	463	852	0.9999982886802173
1	1_45	46255	49440	-	PF00550	Pfam	1.3082899406358878e-9	4.729898556167346e-13	990	1051	0.9999982886802173
1	1_46	49735	51036	-	PF00668	Pfam	2.6672252487143705e-12	9.64289677770922e-16	24	304	0.9998116664984914
1	1_47	51219	52580	-	PF05977	Pfam	1.861842972032062e-24	6.731174880810058e-28	16	417	0.9943534795813095
1	1_47	51219	52580	-	PF07690	Pfam	1.8707559620373165e-19	6.763398272007651e-23	29	257	0.9943534795813095
1	1_47	51219	52580	-	PF07690	Pfam	6.549046997355203e-8	2.3676959498753447e-11	238	406	0.9943534795813095
1	1_48	52924	54081	-	PF04107	Pfam	1.3284249756266504e-58	4.802693331983552e-62	8	294	0.6289275543010793
1	1_50	55002	56879	-	PF17101	Pfam	2.415187018640164e-10	8.731695656688951e-14	268	292	0.6581559679835722
1	1_50	55002	56879	-	PF11380	Pfam	1.5497907547422283e-41	5.6030034517072605e-45	331	437	0.6581559679835722
1	1_51	57206	58849	+	PF00501	Pfam	8.164287379569035e-116	2.9516584886366723e-119	26	439	0.6606993400430616
1	1_51	57206	58849	+	PF13193	Pfam	2.8524155120315437e-18	1.03124205062601e-21	448	524	0.6606993400430616
1	1_54	61320	62684	-	PF00501	Pfam	1.1202000217294442e-8	4.0498916186892416e-12	16	96	0.6622055806915547
1	1_54	61320	62684	-	PF00501	Pfam	1.0389832426189593e-58	3.7562662422955867e-62	111	363	0.6622055806915547
1	1_54	61320	62684	-	PF13193	Pfam	1.1412257711065873e-20	4.125906620052738e-24	372	444	0.6622055806915547
1	1_57	63850	65361	-	PF14691	Pfam	6.739775113370547e-23	2.4366504386733718e-26	40	128	0.00862343514372688
1	1_57	63850	65361	-	PF03486	Pfam	2.1044796440102027e-6	7.608386276248022e-10	146	180	0.00862343514372688
1	1_57	63850	65361	-	PF01266	Pfam	2.309263143894985e-6	8.348746001066468e-10	147	180	0.00862343514372688
1	1_57	63850	65361	-	PF12831	Pfam	8.510683199796651e-7	3.076891973896114e-10	147	187	0.00862343514372688
1	1_57	63850	65361	-	PF13450	Pfam	1.3986463090927388e-9	5.056566554926749e-13	149	182	0.00862343514372688
1	1_57	63850	65361	-	PF01593	Pfam	1.126413243241949e-8	4.072354458575376e-12	155	183	0.00862343514372688
1	1_59	66649	67836	-	PF16483	Pfam	3.746436324354993e-103	1.3544599871131573e-106	36	390	0.3751890002210895
1	1_63	69971	70552	-	PF00440	Pfam	1.6430894704817255e-7	5.940309003910793e-11	27	59	0.2495689080039313
1	1_64	70634	71524	-	PF00106	Pfam	1.7752566258991263e-27	6.4181367530698714e-31	3	207	0.23912028680905617
1	1_64	70634	71524	-	PF13561	Pfam	1.1853366775167038e-14	4.2853820589902526e-18	12	213	0.23912028680905617
1	1_66	71735	72100	-	PF17074	Pfam	2.8967990428923685e-61	1.0472881572278989e-64	6	118	0.2247216551505416
1	1_67	72090	73001	-	PF05368	Pfam	5.928064038226034e-10	2.1431901801251025e-13	2	231	0.19859753382600834
1	1_67	72090	73001	-	PF13460	Pfam	2.4311620528958415e-19	8.789450661228639e-23	8	193	0.19859753382600834
1	1_68	73115	74062	+	PF00126	Pfam	3.493615823512834e-14	1.2630570583922032e-17	16	70	0.1718985667271425
1	1_68	73115	74062	+	PF03466	Pfam	4.716232186536905e-19	1.7050730970849259e-22	97	307	0.1718985667271425
1	1_71	75341	76885	-	PF00270	Pfam	5.866058828515263e-43	2.120773256874643e-46	109	276	0.13707690966151473
1	1_71	75341	76885	-	PF00271	Pfam	7.068164646273739e-26	2.5553740586672955e-29	320	419	0.13707690966151473
1	1_72	77269	77472	-	PF00313	Pfam	2.3082659761792127e-30	8.34514091171082e-34	3	65	0.12712279761189033
1	1_73	77789	79183	-	PF00672	Pfam	2.0417558402774104e-12	7.381619089940024e-16	184	240	0.1264326590599668
1	1_73	77789	79183	-	PF00512	Pfam	1.484718013868041e-15	5.367744084844689e-19	245	310	0.1264326590599668
1	1_73	77789	79183	-	PF02518	Pfam	1.2525919954930578e-18	4.5285321601339765e-22	354	463	0.1264326590599668
1	1_74	79180	79902	-	PF00072	Pfam	1.907870265211144e-29	6.89757868839893e-33	19	128	0.19650375521215663
1	1_74	79180	79902	-	PF00486	Pfam	2.400238698180417e-25	8.677652560305196e-29	162	237	0.19650375521215663
1	1_75	79976	81163	+	PF03033	Pfam	2.728105843248314e-29	9.863000156356884e-33	13	149	0.1939505084614723
1	1_75	79976	81163	+	PF04101	Pfam	2.5118276668102017e-31	9.081083394107743e-35	210	364	0.1939505084614723
1	1_76	81160	82155	+	PF00106	Pfam	1.069017306829243e-7	3.864849265470871e-11	8	170	0.1909010538165093
1	1_76	81160	82155	+	PF04321	Pfam	2.5816061485661014e-15	9.333355562422638e-19	8	268	0.1909010538165093
1	1_76	81160	82155	+	PF05368	Pfam	1.6240018105858112e-6	5.871300833643569e-10	9	85	0.1909010538165093
1	1_76	81160	82155	+	PF01370	Pfam	7.978576683389804e-57	2.8845179621799724e-60	9	246	0.1909010538165093
1	1_76	81160	82155	+	PF02719	Pfam	2.079365916207855e-20	7.517591887953199e-24	9	269	0.1909010538165093
1	1_76	81160	82155	+	PF01073	Pfam	5.488161373088175e-25	1.9841508941027388e-28	10	227	0.1909010538165093
1	1_76	81160	82155	+	PF16363	Pfam	6.332992913303629e-71	2.28958529042069e-74	10	313	0.1909010538165093
1	1_76	81160	82155	+	PF13460	Pfam	2.3105780462141393e-13	8.353499805546419e-17	13	135	0.1909010538165093
1	1_76	81160	82155	+	PF07993	Pfam	8.061977246944674e-11	2.914670009741386e-14	74	185	0.1909010538165093
1	1_77	82242	82721	+	PF08327	Pfam	6.282222637492665e-20	2.2712301653986498e-23	29	152	0.18749805158518043
1	1_79	83432	84667	+	PF00070	Pfam	9.353552179718466e-16	3.381616840100675e-19	149	227	0.18385525351429624
1	1_79	83432	84667	+	PF14759	Pfam	2.6168720516594862e-17	9.460853404408844e-21	323	409	0.18385525351429624
1	1_83	85810	86478	-	PF01965	Pfam	1.3808260786681452e-14	4.99214055917623e-18	106	188	0.15574737856136656
1	1_84	86698	87651	+	PF01965	Pfam	8.845911185500523e-19	3.198087919559119e-22	3	168	0.15091316319809533
1	1_84	86698	87651	+	PF00165	Pfam	2.674395550620378e-11	9.668819778092472e-15	218	259	0.15091316319809533
1	1_84	86698	87651	+	PF12833	Pfam	1.6378352006855057e-26	5.921313089969291e-30	231	309	0.15091316319809533
1	1_84	86698	87651	+	PF00165	Pfam	5.54745727257531e-10	2.0055883125724188e-13	276	309	0.15091316319809533
1	1_91	93056	93805	-	PF11716	Pfam	1.497200852271787e-22	5.412873652464884e-26	36	179	0.15479931893978643
1	1_94	95536	96153	-	PF00440	Pfam	4.08054675645116e-8	1.4752519003800288e-11	17	61	0.08453728219007386
1	1_95	96222	97556	+	PF00561	Pfam	4.434179615799087e-9	1.6031018133763873e-12	134	231	0.03102388123017162
1	1_95	96222	97556	+	PF12146	Pfam	1.489044763250974e-9	5.38338670734264e-13	151	235	0.03102388123017162
1	1_96	97748	98149	+	PF00392	Pfam	1.5031323080098068e-17	5.434317816376742e-21	14	77	0.022861764852891264
1	1_97	98146	99150	+	PF00005	Pfam	1.5390295962165822e-28	5.564098323270363e-32	23	159	0.0295523115081995
1	1_97	98146	99150	+	PF13304	Pfam	8.823438100387924e-9	3.1899631599377887e-12	122	189	0.0295523115081995
1	1_103	104281	105303	-	PF02082	Pfam	5.874456149658856e-7	2.1238091647356675e-10	9	62	0.0006467650072285199
1	1_103	104281	105303	-	PF08279	Pfam	8.326147856309819e-12	3.0101763761062254e-15	11	56	0.0006467650072285199
1	1_103	104281	105303	-	PF08220	Pfam	2.888616798983968e-9	1.044330006863329e-12	12	49	0.0006467650072285199
1	1_103	104281	105303	-	PF13280	Pfam	5.9148564429049016e-33	2.138415199893312e-36	140	308	0.0006467650072285199
1	1_104	105402	106037	+	PF11716	Pfam	2.789541999002409e-9	1.0085112071592223e-12	31	151	0.024213027325224498
1	1_105	106230	107228	-	PF08240	Pfam	1.474343598580832e-9	5.330237160451309e-13	27	93	0.026168743391801506
1	1_105	106230	107228	-	PF00107	Pfam	1.0286151286327388e-17	3.718782099178376e-21	177	264	0.026168743391801506
1	1_105	106230	107228	-	PF13602	Pfam	3.0932390646088713e-25	1.1183076878557018e-28	208	328	0.026168743391801506
1	1_106	107285	108226	+	PF00126	Pfam	2.3497538923796183e-21	8.495133378089727e-25	32	91	0.0207038561472074
1	1_106	107285	108226	+	PF03466	Pfam	4.558412365967598e-23	1.6480160397569045e-26	127	307	0.0207038561472074
1	1_107	108831	109727	-	PF00126	Pfam	1.47086013387433e-14	5.317643289495048e-18	5	62	0.020587411502010138
1	1_107	108831	109727	-	PF03466	Pfam	9.047808585825257e-25	3.2710804720987916e-28	110	295	0.020587411502010138
1	1_109	110725	111321	+	PF03807	Pfam	6.324345682197071e-7	2.286459031886143e-10	3	48	0.030679851119736166
1	1_109	110725	111321	+	PF02737	Pfam	9.562107038014e-7	3.4570162827237883e-10	3	58	0.030679851119736166
1	1_116	116988	117953	-	PF00296	Pfam	1.1766004197513737e-49	4.253797612983998e-53	12	291	0.02828540956775704
1	1_118	118472	119491	-	PF01370	Pfam	3.206829917538225e-21	1.159374518271231e-24	3	179	0.024848860581002184
1	1_118	118472	119491	-	PF01073	Pfam	5.485401311725036e-11	1.983153041115342e-14	4	176	0.024848860581002184
1	1_118	118472	119491	-	PF13460	Pfam	3.0947933940154536e-12	1.1188696290728321e-15	7	179	0.024848860581002184
1	1_124	122833	125331	-	PF08447	Pfam	2.560675050134382e-6	9.257682755366529e-10	475	560	0.0472637998672466
1	1_125	125567	126109	+	PF13302	Pfam	3.0227216977110586e-22	1.0928133397364637e-25	19	154	0.030081523654346937
1	1_125	125567	126109	+	PF00583	Pfam	4.815751204500068e-10	1.7410524962039292e-13	52	153	0.030081523654346937
1	1_128	128036	128779	+	PF01209	Pfam	5.652198017288178e-7	2.0434555377036073e-10	33	143	0.044316366790862
1	1_128	128036	128779	+	PF13489	Pfam	2.0851604046372827e-11	7.538540869982946e-15	38	142	0.044316366790862
1	1_128	128036	128779	+	PF13847	Pfam	1.7693170479220708e-15	6.396663224591724e-19	38	142	0.044316366790862
1	1_128	128036	128779	+	PF13649	Pfam	2.2723639743078774e-20	8.215343363369043e-24	42	138	0.044316366790862
1	1_128	128036	128779	+	PF08242	Pfam	7.773710009047558e-11	2.8104519193953572e-14	43	139	0.044316366790862
1	1_128	128036	128779	+	PF08241	Pfam	3.0011071455710474e-17	1.0849989680300244e-20	43	142	0.044316366790862
1	1_129	129025	130476	+	PF00479	Pfam	1.048510106628824e-47	3.790708989981287e-51	18	195	0.03485085797769814
1	1_129	129025	130476	+	PF02781	Pfam	3.555918188528587e-86	1.2855814130616727e-89	197	475	0.03485085797769814
1	1_130	130587	131705	+	PF02771	Pfam	8.302426074087357e-7	3.001600171398177e-10	22	126	0.08380883420832723
1	1_131	131888	132331	+	PF00462	Pfam	1.8793093291825153e-8	6.7943215082520436e-12	70	127	0.11267515432054387
1	1_132	132382	133284	-	PF00583	Pfam	7.546474552435151e-8	2.7282988258984638e-11	191	283	0.3332801964977303
1	1_133	133611	134192	-	PF00440	Pfam	9.71595239353381e-13	3.512636440178529e-16	12	58	0.4499175561303403
1	1_134	134294	135277	+	PF00248	Pfam	1.9054087124078053e-72	6.888679365176447e-76	17	306	0.6676813893579037
1	1_136	136769	138277	-	PF00171	Pfam	7.788662027141838e-151	2.815857565850267e-154	49	500	0.7353315397398307
1	1_137	138270	139610	-	PF13450	Pfam	1.878763434629245e-8	6.7923479198454255e-12	18	65	0.8750729562171343
1	1_137	138270	139610	-	PF01593	Pfam	2.421846854420851e-46	8.7557731540884e-50	20	443	0.8750729562171343
1	1_138	139663	141012	+	PF01512	Pfam	3.746886334669413e-36	1.3546226806469318e-39	50	203	0.8775122551167098
1	1_138	139663	141012	+	PF10589	Pfam	5.5258767137184856e-15	1.997786230556213e-18	305	387	0.8775122551167098
1	1_139	141023	141214	+	PF13459	Pfam	1.6269949032736415e-11	5.882121848422421e-15	5	61	0.8777500012655893
1	1_139	141023	141214	+	PF13370	Pfam	2.3133564100707482e-6	8.363544504955706e-10	6	60	0.8777500012655893
1	1_140	141216	142055	+	PF13380	Pfam	1.6724673437807806e-23	6.046519681058498e-27	12	137	0.879307375783463
1	1_140	141216	142055	+	PF13607	Pfam	4.079512121087277e-37	1.4748778456570054e-40	152	271	0.879307375783463
1	1_141	142052	143284	+	PF13549	Pfam	3.348339205750506e-48	1.2105347815439284e-51	209	408	0.9512570558446954
1	1_142	143328	144500	+	PF02771	Pfam	2.822218073798075e-16	1.0203246832241776e-19	6	117	0.9523951999157768
1	1_142	143328	144500	+	PF02770	Pfam	9.854176764131897e-19	3.5626090976615676e-22	121	212	0.9523951999157768
1	1_142	143328	144500	+	PF00441	Pfam	1.3933962445173576e-48	5.037585844242074e-52	225	377	0.9523951999157768
1	1_142	143328	144500	+	PF08028	Pfam	4.18322574221655e-22	1.5123737318208785e-25	240	366	0.9523951999157768
1	1_143	144539	145711	+	PF02771	Pfam	5.221282100811757e-14	1.8876652569818356e-17	7	116	0.9542035195121189
1	1_143	144539	145711	+	PF02770	Pfam	9.466282990355336e-21	3.422372736932515e-24	120	198	0.9542035195121189
1	1_143	144539	145711	+	PF00441	Pfam	1.9369451604191457e-47	7.002694000069218e-51	224	374	0.9542035195121189
1	1_143	144539	145711	+	PF08028	Pfam	1.3944428264779068e-22	5.0413695823496265e-26	239	365	0.9542035195121189
1	1_144	145802	146764	+	PF02737	Pfam	1.164055664051654e-55	4.20844419396838e-59	7	186	0.9742895549752216
1	1_144	145802	146764	+	PF00725	Pfam	3.373051419930489e-31	1.2194690599893308e-34	189	285	0.9742895549752216
1	1_145	146761	147372	+	PF00440	Pfam	2.136869516574395e-16	7.72548632167171e-20	14	60	0.9777301349746851
1	1_145	146761	147372	+	PF13977	Pfam	5.28826082258729e-20	1.9118802684697362e-23	85	191	0.9777301349746851
1	1_147	148603	149700	+	PF19379	Pfam	1.5653160244701125e-113	5.659132409508722e-117	21	344	0.9904783045231453
1	1_150	151986	154073	+	PF00989	Pfam	8.457641919360283e-11	3.057715805987087e-14	24	123	0.9878853863396655
1	1_150	151986	154073	+	PF08448	Pfam	4.045441583358842e-8	1.4625602253647296e-11	24	131	0.9878853863396655
1	1_150	151986	154073	+	PF13426	Pfam	4.1615776071582346e-8	1.5045472187846112e-11	29	119	0.9878853863396655
1	1_150	151986	154073	+	PF08448	Pfam	5.941640365401382e-23	2.1480984690532835e-26	145	257	0.9878853863396655
1	1_150	151986	154073	+	PF00989	Pfam	6.497361930946395e-7	2.349010097956036e-10	146	252	0.9878853863396655
1	1_150	151986	154073	+	PF01590	Pfam	5.246267938365936e-11	1.8966984592790802e-14	309	446	0.9878853863396655
1	1_150	151986	154073	+	PF13185	Pfam	8.904828974170777e-9	3.219388638528842e-12	356	447	0.9878853863396655
1	1_151	154186	155511	+	PF00067	Pfam	6.230654058705318e-61	2.2525864275868827e-64	32	409	0.9884167630821873
1	1_152	155568	156935	-	PF00282	Pfam	1.9601118714770401e-41	7.086449282274187e-45	43	394	0.9864961690107369
1	1_159	161119	162006	+	PF03572	Pfam	3.41869791686348e-20	1.2359717703772522e-23	109	278	0.9591713164451238
1	1_160	162025	164727	-	PF13188	Pfam	1.3664154418297223e-6	4.94004136597875e-10	223	278	0.9596139605348033
1	1_160	162025	164727	-	PF13185	Pfam	4.925058401786402e-8	1.7805706441744042e-11	420	504	0.9596139605348033
1	1_160	162025	164727	-	PF01590	Pfam	2.2891274091467896e-8	8.275948695396926e-12	425	505	0.9596139605348033
1	1_162	166884	170918	-	PF13365	Pfam	1.463676063092578e-11	5.291670510096089e-15	16	165	0.9659908596365566
1	1_163	170929	171252	-	PF19631	Pfam	1.880176249822985e-24	6.797455711579845e-28	7	84	0.9827196560175213
1	1_164	171294	173300	+	PF07714	Pfam	2.3913905642541775e-23	8.645663645170563e-27	74	321	0.9813108861797647
1	1_164	171294	173300	+	PF00652	Pfam	4.232656132341849e-9	1.5302444440859903e-12	553	664	0.9813108861797647
1	1_165	173309	174259	-	PF00106	Pfam	3.602464447409889e-22	1.3024094169956215e-25	22	164	0.9751046906035751
1	1_165	173309	174259	-	PF08659	Pfam	6.5617681873831175e-12	2.372295078591149e-15	23	133	0.9751046906035751
1	1_165	173309	174259	-	PF01370	Pfam	9.031422766645895e-7	3.2651564593802945e-10	24	188	0.9751046906035751
1	1_165	173309	174259	-	PF13561	Pfam	5.0975883596820066e-15	1.8429459001019548e-18	30	160	0.9751046906035751
1	1_166	174409	175821	-	PF17900	Pfam	1.211408985281873e-10	4.3796420292186305e-14	133	195	0.9748739903967111
1	1_166	174409	175821	-	PF01433	Pfam	8.019847324497731e-27	2.8994386567236916e-30	244	429	0.9748739903967111
1	1_167	175918	179829	-	PF00501	Pfam	1.865514009475735e-66	6.744446888921674e-70	43	418	0.9762808569919444
1	1_167	175918	179829	-	PF00550	Pfam	7.571125898329353e-8	2.7372110984560204e-11	527	589	0.9762808569919444
1	1_169	180498	180908	-	PF01475	Pfam	1.0228088227835218e-24	3.6977903932882206e-28	11	102	0.009408514570964335
1	1_170	181331	183562	+	PF00141	Pfam	3.579464285298747e-45	1.2940941016987516e-48	96	402	0.00025689921039968416
1	1_170	181331	183562	+	PF00141	Pfam	1.3043464328330591e-39	4.715641478066013e-43	409	717	0.00025689921039968416
1	1_174	184962	185672	-	PF00005	Pfam	3.697373687448442e-30	1.3367222297355177e-33	20	163	0.017417211854952364
1	1_175	185669	185893	-	PF12399	Pfam	2.407444696865803e-8	8.70370461628996e-12	48	71	0.000014510466559633038
1	1_176	186425	187411	-	PF02653	Pfam	5.490664473825447e-36	1.9850558473700098e-39	38	304	0.00752882651471315
1	1_177	187408	188286	-	PF02653	Pfam	7.794019835173522e-36	2.8177945897228928e-39	13	278	0.022993073003670515
1	1_178	188288	189463	-	PF13458	Pfam	1.19222354336052e-72	4.310280344759653e-76	39	376	0.07864936321031883
1	1_178	188288	189463	-	PF13433	Pfam	5.3388713684671005e-24	1.9301776458666308e-27	40	358	0.07864936321031883
1	1_178	188288	189463	-	PF01094	Pfam	1.9262898250296278e-10	6.964171457084699e-14	67	334	0.07864936321031883
1	1_179	189693	191327	+	PF00135	Pfam	5.083983992051642e-105	1.8380274736267688e-108	44	523	0.6294673205984495
1	1_179	189693	191327	+	PF20434	Pfam	1.5977938438781295e-10	5.776550411706903e-14	129	243	0.6294673205984495
1	1_179	189693	191327	+	PF07859	Pfam	4.022218994089373e-14	1.4541644953323834e-17	144	265	0.6294673205984495
1	1_182	193972	195396	+	PF00083	Pfam	2.7155295534005943e-40	9.817532731021672e-44	27	443	0.7346079556616908
1	1_182	193972	195396	+	PF07690	Pfam	7.856910407613979e-28	2.8405316007281196e-31	67	386	0.7346079556616908
1	1_183	195536	196309	+	PF00072	Pfam	1.4129932322400308e-21	5.108435402169308e-25	4	109	0.7356659775320541
1	1_183	195536	196309	+	PF00486	Pfam	2.7580715258297696e-21	9.971335957446745e-25	152	224	0.7356659775320541
1	1_184	196306	197727	+	PF00672	Pfam	2.193592342241448e-8	7.930557997980651e-12	198	248	0.7377240647237012
1	1_184	196306	197727	+	PF00512	Pfam	1.2741012680722217e-9	4.606295256949464e-13	255	319	0.7377240647237012
1	1_184	196306	197727	+	PF02518	Pfam	2.1395331321421187e-13	7.735116168265072e-17	370	471	0.7377240647237012
1	1_185	197745	198746	-	PF16868	Pfam	6.727596085665554e-24	2.43224731947417e-27	28	158	0.8734325761238446
1	1_185	197745	198746	-	PF16868	Pfam	3.741124765909247e-26	1.3525396839874356e-29	188	329	0.8734325761238446
1	1_191	202001	202411	+	PF04203	Pfam	1.5605919193480176e-17	5.642053215285674e-21	17	132	0.9574027037294305
1	1_192	202538	203407	+	PF02567	Pfam	1.5329218204289502e-34	5.542016704370753e-38	6	281	0.9907722061916322
1	1_194	205083	205823	+	PF16715	Pfam	1.181952974230085e-87	4.2731488583878705e-91	19	238	0.9983852133937884
1	1_195	205813	206997	+	PF00067	Pfam	5.891800456746701e-16	2.1300797023668477e-19	209	362	0.9970202429902822
1	1_196	207158	207985	-	PF00561	Pfam	7.761097419133301e-22	2.805892053193529e-25	22	261	0.9896550269354323
