sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
CP042324.1	CP042324.1_51	47789	48844	-	PF13377	Pfam	2.5303173998847598e-23	9.147929862200867e-27	177	330	0.2231138642521413
CP042324.1	CP042324.1_54	51831	53144	+	PF01547	Pfam	3.1887436647740346e-53	1.1528357428684145e-56	55	347	0.14862999670417976
CP042324.1	CP042324.1_54	51831	53144	+	PF13416	Pfam	4.3328665274193796e-23	1.5664737987777945e-26	67	368	0.14862999670417976
CP042324.1	CP042324.1_55	53141	54100	+	PF00528	Pfam	5.0393092802054066e-18	1.8218760955189467e-21	113	309	0.07507240717711859
CP042324.1	CP042324.1_56	54103	54918	+	PF00528	Pfam	1.832515489661602e-15	6.625146383447585e-19	93	260	0.04795663573058167
CP042324.1	CP042324.1_61	60740	64093	-	PF20148	Pfam	3.767823924965604e-10	1.362192308375128e-13	143	213	0.027793561746234225
CP042324.1	CP042324.1_64	66104	66544	-	PF13340	Pfam	9.351086025742697e-21	3.380725244303217e-24	43	119	0.03381250412659169
CP042324.1	CP042324.1_65	66688	67911	-	PF07690	Pfam	1.118775165438203e-35	4.0447402944258966e-39	30	340	0.012729521132438004
CP042324.1	CP042324.1_65	66688	67911	-	PF06779	Pfam	9.162879691892551e-8	3.312682462723265e-11	82	388	0.012729521132438004
CP042324.1	CP042324.1_67	68914	69411	-	PF13586	Pfam	1.0840220795680274e-13	3.919096455415862e-17	81	157	0.030173700463490008
CP042324.1	CP042324.1_68	69784	70647	+	PF13340	Pfam	1.8478226982456105e-23	6.680486978472924e-27	26	104	0.03563453712161437
CP042324.1	CP042324.1_70	71648	72139	-	PF01068	Pfam	2.1431559859532275e-11	7.748213976692797e-15	2	126	0.001361796205796592
CP042324.1	CP042324.1_71	72159	73097	-	PF03747	Pfam	2.637740146674181e-58	9.536298433384603e-62	9	278	0.004565431205281869
CP042324.1	CP042324.1_72	73784	74833	-	PF13483	Pfam	3.1531385377932107e-10	1.1399633180741903e-13	61	191	0.0035555056734180826
CP042324.1	CP042324.1_72	73784	74833	-	PF00753	Pfam	2.185811845645302e-9	7.902428943041583e-13	66	164	0.0035555056734180826
CP042324.1	CP042324.1_72	73784	74833	-	PF12706	Pfam	4.233212332077891e-8	1.530445528589259e-11	75	224	0.0035555056734180826
CP042324.1	CP042324.1_73	74917	75876	-	PF13354	Pfam	1.4825608671113633e-53	5.359945289628935e-57	53	286	0.004975516058745633
CP042324.1	CP042324.1_74	75907	76893	+	PF00126	Pfam	4.2980676946229654e-24	1.5538928758579052e-27	4	62	0.017670330019037384
CP042324.1	CP042324.1_74	75907	76893	+	PF03466	Pfam	1.064324653762574e-33	3.8478837807757555e-37	89	293	0.017670330019037384
CP042324.1	CP042324.1_75	77315	78271	+	PF13384	Pfam	8.574989927564538e-10	3.100140971643e-13	13	55	0.028073718999999293
CP042324.1	CP042324.1_75	77315	78271	+	PF00665	Pfam	3.604509048809293e-31	1.3031486076678572e-34	132	252	0.028073718999999293
CP042324.1	CP042324.1_75	77315	78271	+	PF13683	Pfam	4.633534334448824e-20	1.6751751028376081e-23	241	306	0.028073718999999293
CP042324.1	CP042324.1_77	79839	80690	-	PF13384	Pfam	3.1210423500468955e-7	1.128359490255566e-10	16	59	0.07093274097920896
CP042324.1	CP042324.1_77	79839	80690	-	PF13551	Pfam	1.7503089421120925e-9	6.32794266851805e-13	20	78	0.07093274097920896
CP042324.1	CP042324.1_77	79839	80690	-	PF00665	Pfam	1.9333876771004694e-16	6.989832527478198e-20	140	247	0.07093274097920896
CP042324.1	CP042324.1_77	79839	80690	-	PF13683	Pfam	3.9023736800286414e-9	1.4108364714492558e-12	235	282	0.07093274097920896
CP042324.1	CP042324.1_78	81602	82441	-	PF13340	Pfam	2.9836066847487297e-24	1.0786719756864532e-27	11	90	0.09947211143528409
CP042324.1	CP042324.1_78	81602	82441	-	PF13586	Pfam	8.837404135370885e-10	3.1950123410596113e-13	210	259	0.09947211143528409
CP042324.1	CP042324.1_79	82605	83060	+	PF13340	Pfam	8.523981522102904e-23	3.0816997549178974e-26	44	119	0.09027547350154783
CP042324.1	CP042324.1_84	89166	89465	+	PF13340	Pfam	5.401378685949217e-14	1.952776097595523e-17	1	45	0.2609979112986172
CP042324.1	CP042324.1_87	91977	92729	+	PF00106	Pfam	1.6378489748602662e-48	5.921362888142683e-52	8	192	0.28928745806837913
CP042324.1	CP042324.1_87	91977	92729	+	PF08659	Pfam	1.2198208783970699e-12	4.410053790300325e-16	11	166	0.28928745806837913
CP042324.1	CP042324.1_87	91977	92729	+	PF13561	Pfam	4.0394952651501965e-57	1.460410435701445e-60	17	247	0.28928745806837913
CP042324.1	CP042324.1_88	93593	94153	-	PF13340	Pfam	2.8256669927241907e-26	1.0215715808836554e-29	23	100	0.35661104989591014
CP042324.1	CP042324.1_89	94306	94872	-	PF00440	Pfam	2.3270210087062734e-13	8.412946524606917e-17	17	61	0.3546632064598409
CP042324.1	CP042324.1_90	94989	95681	+	PF00106	Pfam	2.2078635835533204e-34	7.982153230489227e-38	7	186	0.5710172747827307
CP042324.1	CP042324.1_90	94989	95681	+	PF13561	Pfam	4.457917292877323e-21	1.6116837645977308e-24	12	191	0.5710172747827307
CP042324.1	CP042324.1_91	95995	97518	+	PF04616	Pfam	1.0282257963692248e-97	3.7173745349574287e-101	2	280	0.6400270600865353
CP042324.1	CP042324.1_93	98463	99338	-	PF12698	Pfam	1.2460408970495373e-6	4.5048477839824195e-10	94	243	0.9472303200497276
CP042324.1	CP042324.1_94	99335	99949	-	PF00005	Pfam	1.596260836681639e-27	5.771008086339982e-31	16	144	0.959753240441202
CP042324.1	CP042324.1_95	100190	101566	+	PF00743	Pfam	1.4373676390123673e-82	5.196556901707763e-86	2	426	0.9685544589028799
CP042324.1	CP042324.1_95	100190	101566	+	PF13450	Pfam	5.743163112198614e-7	2.076342412219311e-10	6	47	0.9685544589028799
CP042324.1	CP042324.1_95	100190	101566	+	PF13738	Pfam	6.800157094390916e-17	2.4584805113488486e-20	6	207	0.9685544589028799
CP042324.1	CP042324.1_97	103781	104989	+	PF01370	Pfam	3.671332838220631e-13	1.327307606008905e-16	4	217	0.9954750845159995
CP042324.1	CP042324.1_97	103781	104989	+	PF07993	Pfam	2.236138153459114e-75	8.08437510288906e-79	5	279	0.9954750845159995
CP042324.1	CP042324.1_99	106694	112885	+	PF00109	Pfam	3.8368352061654844e-62	1.3871421569651064e-65	10	285	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF02801	Pfam	5.475600842851461e-42	1.979609849187079e-45	293	411	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF16197	Pfam	8.233097497368763e-9	2.976535610039321e-12	414	515	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF00698	Pfam	7.763879573675766e-44	2.8068978935921064e-47	592	892	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF00550	Pfam	4.484674856331145e-8	1.6213575040965817e-11	1180	1247	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF08659	Pfam	1.2293308584113725e-34	4.4444354967873193e-38	1526	1747	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF00106	Pfam	7.134869904629358e-10	2.579490204132089e-13	1600	1720	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF13561	Pfam	1.9583410110918096e-9	7.080047039377476e-13	1609	1724	0.9999856362935352
CP042324.1	CP042324.1_99	106694	112885	+	PF14765	Pfam	2.843206175398294e-27	1.0279125724505762e-30	1800	2059	0.9999856362935352
CP042324.1	CP042324.1_100	112932	119654	+	PF00109	Pfam	4.063236904239893e-42	1.4689938193202795e-45	4	271	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF02801	Pfam	1.7715422992062478e-34	6.404708240080433e-38	280	391	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF16197	Pfam	2.2221611035544162e-9	8.033843469104904e-13	396	446	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF00109	Pfam	4.912624259059071e-21	1.7760752925014716e-24	545	700	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF00698	Pfam	1.9647642599583286e-8	7.103269197246307e-12	971	1179	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF07977	Pfam	1.9530303853497993e-39	7.060847380151119e-43	1678	1809	0.9999383776952628
CP042324.1	CP042324.1_100	112932	119654	+	PF07977	Pfam	1.9120428402532657e-42	6.912663919932269e-46	2087	2225	0.9999383776952628
CP042324.1	CP042324.1_102	120457	121371	+	PF00753	Pfam	6.684702037871898e-28	2.4167397100043016e-31	74	273	0.9467997959936464
CP042324.1	CP042324.1_102	120457	121371	+	PF12706	Pfam	1.6675707477627536e-6	6.028816875498025e-10	83	149	0.9467997959936464
CP042324.1	CP042324.1_103	121617	122456	-	PF03372	Pfam	3.1240936624589863e-24	1.1294626400791707e-27	42	270	0.9423715989310123
CP042324.1	CP042324.1_104	122743	125502	+	PF13191	Pfam	6.539205909473352e-17	2.364138072839245e-20	6	163	0.9410961325338014
CP042324.1	CP042324.1_104	122743	125502	+	PF00196	Pfam	2.5335190505630937e-14	9.159504882729912e-18	854	905	0.9410961325338014
CP042324.1	CP042324.1_107	127571	128290	+	PF12146	Pfam	8.132468337119727e-9	2.940154857960856e-12	5	213	0.9205682132827964
CP042324.1	CP042324.1_107	127571	128290	+	PF12697	Pfam	2.379257417885082e-19	8.601798329302539e-23	8	229	0.9205682132827964
CP042324.1	CP042324.1_109	130201	131001	-	PF00359	Pfam	2.1488648148298728e-31	7.768853271257675e-35	7	147	0.00005824846069083651
CP042324.1	CP042324.1_109	130201	131001	-	PF02302	Pfam	2.1847888604415805e-10	7.898730514973176e-14	175	260	0.00005824846069083651
CP042324.1	CP042324.1_110	131523	132296	+	PF00106	Pfam	1.883109594592621e-33	6.808060717977662e-37	10	189	0.016724608625603567
CP042324.1	CP042324.1_110	131523	132296	+	PF13561	Pfam	3.3347633425185923e-42	1.2056266603465626e-45	18	252	0.016724608625603567
CP042324.1	CP042324.1_112	132693	133520	+	PF06445	Pfam	2.325794564316212e-16	8.408512524642849e-20	122	264	0.013156709320350771
CP042324.1	CP042324.1_114	134295	136100	-	PF00578	Pfam	1.9416399519526182e-11	7.019667216025373e-15	10	128	0.004267703767762146
CP042324.1	CP042324.1_114	134295	136100	-	PF08534	Pfam	7.184686541141346e-9	2.5975005571732995e-12	20	137	0.004267703767762146
CP042324.1	CP042324.1_114	134295	136100	-	PF13905	Pfam	1.8705226674499406e-10	6.762554835321549e-14	33	127	0.004267703767762146
CP042324.1	CP042324.1_116	136683	137183	+	PF00440	Pfam	1.835830344383008e-11	6.637130673835893e-15	14	56	0.011130521273492983
CP042324.1	CP042324.1_118	137561	138589	+	PF12697	Pfam	1.8245489373974744e-9	6.596344676057391e-13	62	326	0.018434527134335937
CP042324.1	CP042324.1_118	137561	138589	+	PF12146	Pfam	1.9722809119233693e-6	7.130444367040381e-10	85	182	0.018434527134335937
CP042324.1	CP042324.1_120	139467	139712	+	PF13443	Pfam	4.456094872879496e-21	1.6110248998118206e-24	7	68	0.012146449462273664
CP042324.1	CP042324.1_120	139467	139712	+	PF01381	Pfam	5.415610368866517e-7	1.9579213191852917e-10	13	62	0.012146449462273664
CP042324.1	CP042324.1_120	139467	139712	+	PF12844	Pfam	2.03423103710051e-6	7.354414450833369e-10	13	64	0.012146449462273664
CP042324.1	CP042324.1_121	139709	140722	+	PF01494	Pfam	2.0548412221516494e-9	7.428927050439803e-13	15	59	0.023234587949305486
CP042324.1	CP042324.1_121	139709	140722	+	PF01266	Pfam	3.743399690492848e-7	1.3533621440682748e-10	17	53	0.023234587949305486
CP042324.1	CP042324.1_121	139709	140722	+	PF13450	Pfam	4.652934343341066e-8	1.682188844302627e-11	20	56	0.023234587949305486
CP042324.1	CP042324.1_121	139709	140722	+	PF01494	Pfam	1.6823325820140042e-6	6.082185762885048e-10	142	179	0.023234587949305486
CP042324.1	CP042324.1_123	141705	143315	+	PF00474	Pfam	3.2674490059073936e-19	1.1812903130540107e-22	44	460	0.003945585476336178
CP042324.1	CP042324.1_125	144704	145366	-	PF08534	Pfam	3.143538879445266e-34	1.1364927257575076e-37	48	212	0.004785831866318886
CP042324.1	CP042324.1_125	144704	145366	-	PF00578	Pfam	3.723020408312399e-24	1.3459943630919737e-27	49	195	0.004785831866318886
CP042324.1	CP042324.1_126	145499	146122	+	PF00440	Pfam	4.898180165258062e-13	1.7708532773890318e-16	21	68	0.011253829868215609
CP042324.1	CP042324.1_126	145499	146122	+	PF16859	Pfam	4.3972730489961e-8	1.5897588752697398e-11	105	192	0.011253829868215609
CP042324.1	CP042324.1_127	146977	148206	+	PF13738	Pfam	4.3551905581327263e-7	1.5745446703299805e-10	151	280	0.006080652323382838
CP042324.1	CP042324.1_127	146977	148206	+	PF00070	Pfam	1.0430100139205414e-6	3.770824345338183e-10	153	221	0.006080652323382838
CP042324.1	CP042324.1_128	148225	149184	+	PF04542	Pfam	7.57171567893537e-17	2.737424323548579e-20	14	77	0.0033052709266165187
CP042324.1	CP042324.1_129	149508	150224	-	PF01381	Pfam	2.842119103781957e-8	1.0275195602971644e-11	33	84	0.007296791350198039
CP042324.1	CP042324.1_131	151749	153275	+	PF13671	Pfam	1.0644493028495782e-24	3.8483344282341948e-28	319	459	0.0009220053247846135
CP042324.1	CP042324.1_131	151749	153275	+	PF13238	Pfam	2.313199611672574e-6	8.362977627160426e-10	321	445	0.0009220053247846135
CP042324.1	CP042324.1_131	151749	153275	+	PF13207	Pfam	1.2330208759685274e-6	4.4577761242535336e-10	324	452	0.0009220053247846135
CP042324.1	CP042324.1_132	153398	155728	+	PF00122	Pfam	4.1297728295579696e-38	1.4930487453210303e-41	131	301	0.005567098634689226
CP042324.1	CP042324.1_132	153398	155728	+	PF00702	Pfam	2.343751005889032e-35	8.473430968506985e-39	318	531	0.005567098634689226
CP042324.1	CP042324.1_133	155707	156120	-	PF03625	Pfam	2.5849229605669676e-26	9.345346929020128e-30	35	97	0.00006352719458833808
CP042324.1	CP042324.1_134	156338	157141	+	PF03976	Pfam	2.6103852859497414e-107	9.43740161225503e-111	9	231	0.000311937336099709
CP042324.1	CP042324.1_135	157189	158067	-	PF00582	Pfam	3.3082554259255386e-26	1.1960431764011347e-29	6	140	0.0038892941034291005
CP042324.1	CP042324.1_135	157189	158067	-	PF00582	Pfam	2.35920838092845e-22	8.529314464672632e-26	151	289	0.0038892941034291005
CP042324.1	CP042324.1_136	158732	159304	+	PF00027	Pfam	2.6220059855358875e-13	9.479414264410294e-17	64	150	0.0036867363649263993
CP042324.1	CP042324.1_137	159339	160025	+	PF00571	Pfam	7.215050818402532e-10	2.6084782423725713e-13	8	59	0.00046306255114988553
CP042324.1	CP042324.1_137	159339	160025	+	PF00571	Pfam	2.9180059544961725e-15	1.054955153469332e-18	90	143	0.00046306255114988553
CP042324.1	CP042324.1_137	159339	160025	+	PF04972	Pfam	7.73390577845468e-12	2.7960613804969923e-15	146	208	0.00046306255114988553
CP042324.1	CP042324.1_138	160356	161060	-	PF00571	Pfam	2.608147084880096e-11	9.429309779031438e-15	8	61	0.0003035978893147402
CP042324.1	CP042324.1_138	160356	161060	-	PF00571	Pfam	3.227276686589891e-16	1.166766697971761e-19	89	143	0.0003035978893147402
CP042324.1	CP042324.1_138	160356	161060	-	PF04972	Pfam	2.9183217612007924e-15	1.0550693279829329e-18	146	212	0.0003035978893147402
CP042324.1	CP042324.1_139	161237	162553	+	PF17767	Pfam	9.245707530267954e-23	3.3426274512899325e-26	6	128	0.000017494331861751467
CP042324.1	CP042324.1_139	161237	162553	+	PF04095	Pfam	2.258681332707567e-8	8.165876112464088e-12	150	263	0.000017494331861751467
CP042324.1	CP042324.1_140	162661	163119	+	PF00582	Pfam	2.4395881291788607e-31	8.819913699128202e-35	9	143	0.004716364743320688
CP042324.1	CP042324.1_141	163235	163891	-	PF02566	Pfam	1.9261552771311812e-12	6.963685022166237e-16	105	199	0.004366125574993346
CP042324.1	CP042324.1_142	164023	164931	-	PF12844	Pfam	7.58044374765026e-7	2.740579807538055e-10	94	149	0.030105430858913478
CP042324.1	CP042324.1_142	164023	164931	-	PF13413	Pfam	1.0025009981265073e-6	3.6243709259815885e-10	96	127	0.030105430858913478
CP042324.1	CP042324.1_142	164023	164931	-	PF01381	Pfam	5.032162772012255e-9	1.81929239769062e-12	97	151	0.030105430858913478
CP042324.1	CP042324.1_143	165460	165855	+	PF04972	Pfam	6.924204497817493e-9	2.503327728784343e-12	41	105	0.03205782274279297
CP042324.1	CP042324.1_146	166891	167337	+	PF00582	Pfam	7.2957540500041605e-9	2.637655115692032e-12	2	45	0.18562625496660098
CP042324.1	CP042324.1_147	167444	168514	-	PF08240	Pfam	7.428665200396412e-30	2.6857068692684063e-33	26	130	0.3242046508364524
CP042324.1	CP042324.1_147	167444	168514	-	PF01262	Pfam	4.148255166451152e-7	1.4997307181674448e-10	159	246	0.3242046508364524
CP042324.1	CP042324.1_147	167444	168514	-	PF16912	Pfam	5.329976165351481e-9	1.926961737292654e-12	169	334	0.3242046508364524
CP042324.1	CP042324.1_147	167444	168514	-	PF00107	Pfam	1.4953589005834348e-25	5.406214391118709e-29	178	300	0.3242046508364524
CP042324.1	CP042324.1_147	167444	168514	-	PF13602	Pfam	4.739127371622454e-10	1.713350459733353e-13	211	342	0.3242046508364524
CP042324.1	CP042324.1_148	168705	169556	-	PF00582	Pfam	1.9084273993518473e-26	6.899592911611885e-30	1	139	0.8139102274714057
CP042324.1	CP042324.1_148	168705	169556	-	PF00582	Pfam	3.458515866241432e-14	1.250367269067763e-17	152	280	0.8139102274714057
CP042324.1	CP042324.1_149	169584	170570	-	PF00582	Pfam	4.5142732044030916e-27	1.632058280695261e-30	29	166	0.906988421182932
CP042324.1	CP042324.1_149	169584	170570	-	PF00582	Pfam	2.5548845532713436e-18	9.236748204162486e-22	190	325	0.906988421182932
CP042324.1	CP042324.1_151	170911	172158	+	PF11066	Pfam	5.491214473493853e-14	1.9852546903448493e-17	181	252	0.9672766125306388
CP042324.1	CP042324.1_151	170911	172158	+	PF03441	Pfam	3.789576501579615e-59	1.3700565804698537e-62	267	407	0.9672766125306388
CP042324.1	CP042324.1_153	174131	174946	+	PF00348	Pfam	3.377440442672427e-32	1.221055836107168e-35	1	212	0.9950209618005111
CP042324.1	CP042324.1_154	174943	176514	+	PF01266	Pfam	3.247448647672821e-17	1.1740595255505498e-20	10	300	0.9973507711749858
CP042324.1	CP042324.1_154	174943	176514	+	PF13450	Pfam	1.2987956486891706e-12	4.695573567205967e-16	13	68	0.9973507711749858
CP042324.1	CP042324.1_154	174943	176514	+	PF01593	Pfam	3.4882835566408e-59	1.2611292684890818e-62	18	490	0.9973507711749858
CP042324.1	CP042324.1_155	176501	177496	+	PF00494	Pfam	8.167812528111849e-62	2.9529329458105024e-65	29	291	0.9999770778172243
CP042324.1	CP042324.1_156	177532	178503	+	PF00355	Pfam	2.5113645587386164e-14	9.07940910606875e-18	39	117	0.9999657465540721
CP042324.1	CP042324.1_156	177532	178503	+	PF19299	Pfam	8.736070643768654e-97	3.1583769500248207e-100	135	320	0.9999657465540721
CP042324.1	CP042324.1_157	178519	180087	-	PF03486	Pfam	1.956643192272621e-6	7.073908865772311e-10	36	73	0.9973155513525208
CP042324.1	CP042324.1_157	178519	180087	-	PF00890	Pfam	1.0813589718595722e-7	3.9094684449008397e-11	37	83	0.9973155513525208
CP042324.1	CP042324.1_157	178519	180087	-	PF12831	Pfam	6.69179724135285e-9	2.419304859491269e-12	37	85	0.9973155513525208
CP042324.1	CP042324.1_157	178519	180087	-	PF01266	Pfam	8.682683677601491e-13	3.139075805351226e-16	37	304	0.9973155513525208
CP042324.1	CP042324.1_157	178519	180087	-	PF13450	Pfam	5.403688229158899e-14	1.9536110734486258e-17	39	108	0.9973155513525208
CP042324.1	CP042324.1_157	178519	180087	-	PF01593	Pfam	1.1256732492613109e-33	4.069679136881095e-37	44	487	0.9973155513525208
CP042324.1	CP042324.1_158	180084	180824	-	PF01209	Pfam	2.667656351576557e-20	9.644455356386684e-24	6	219	0.9965487957999603
CP042324.1	CP042324.1_158	180084	180824	-	PF13489	Pfam	2.6327973856710647e-13	9.518428726214985e-17	33	165	0.9965487957999603
CP042324.1	CP042324.1_158	180084	180824	-	PF13847	Pfam	7.005948269787433e-17	2.5328807916801997e-20	48	155	0.9965487957999603
CP042324.1	CP042324.1_158	180084	180824	-	PF13649	Pfam	2.0551535096009206e-18	7.430056072309909e-22	53	147	0.9965487957999603
CP042324.1	CP042324.1_158	180084	180824	-	PF08242	Pfam	7.69500250231437e-17	2.781996566274176e-20	53	149	0.9965487957999603
CP042324.1	CP042324.1_158	180084	180824	-	PF08241	Pfam	1.0384595628184589e-17	3.754372967528774e-21	53	150	0.9965487957999603
CP042324.1	CP042324.1_159	180821	182008	-	PF05834	Pfam	1.465144431231533e-129	5.2969791440040955e-133	2	374	0.9958437008898919
CP042324.1	CP042324.1_160	182309	183559	-	PF00890	Pfam	8.984777407670395e-8	3.248292627501951e-11	10	45	0.9933636646522603
CP042324.1	CP042324.1_160	182309	183559	-	PF12831	Pfam	6.135867602430666e-7	2.2183180052171602e-10	10	47	0.9933636646522603
CP042324.1	CP042324.1_160	182309	183559	-	PF01266	Pfam	1.5165964511050556e-9	5.482995123300996e-13	10	389	0.9933636646522603
CP042324.1	CP042324.1_160	182309	183559	-	PF13450	Pfam	1.3300916974532754e-16	4.8087190797298464e-20	13	73	0.9933636646522603
CP042324.1	CP042324.1_160	182309	183559	-	PF01593	Pfam	3.433591577739895e-51	1.2413563187779807e-54	18	408	0.9933636646522603
CP042324.1	CP042324.1_161	183793	184797	-	PF02310	Pfam	8.18946195896343e-8	2.960759927318666e-11	214	301	0.9891559294756425
CP042324.1	CP042324.1_162	184958	185566	+	PF04542	Pfam	7.106174116347103e-19	2.5691157325911437e-22	39	107	0.9399266845765575
CP042324.1	CP042324.1_162	184958	185566	+	PF04545	Pfam	6.7035450197282474e-18	2.4235520678699376e-21	141	189	0.9399266845765575
CP042324.1	CP042324.1_166	187992	188858	-	PF00582	Pfam	8.719275020168339e-26	3.1523047795257913e-29	1	139	0.8108755261239279
CP042324.1	CP042324.1_166	187992	188858	-	PF00582	Pfam	2.0591129091444764e-20	7.444370604282272e-24	154	285	0.8108755261239279
CP042324.1	CP042324.1_167	188864	189886	-	PF08240	Pfam	6.70799098440763e-32	2.425159430371522e-35	25	128	0.807838645488391
CP042324.1	CP042324.1_167	188864	189886	-	PF00107	Pfam	2.3257180563664763e-28	8.408235923233825e-32	175	298	0.807838645488391
CP042324.1	CP042324.1_167	188864	189886	-	PF13602	Pfam	6.724538012170253e-7	2.4311417252965487e-10	207	333	0.807838645488391
