sequence_id	protein_id	start	end	strand	average_p	max_p
2	2_62	63035	64189	+	0.026785078559498413	0.026785078559498413
2	2_63	64398	65135	-	0.013295813608382128	0.013295813608382128
2	2_64	65353	66114	+	0.013782333024463857	0.013782333024463857
2	2_65	66183	67103	-	0.004929380445680563	0.004929380445680563
2	2_66	67238	68110	+	0.011838121809999836	0.011838121809999836
2	2_67	68180	71293	-	0.017320179134819615	0.017320179134819615
2	2_68	71537	73141	+	0.0140621023516567	0.0140621023516567
2	2_69	73164	73766	+	0.01771089032522367	0.01771089032522367
2	2_70	73847	75160	+	0.011884847999520822	0.011884847999520822
2	2_71	75075	76283	-	0.007551120024995998	0.007551120024995998
2	2_72	76359	76832	+	0.008965206698041184	0.008965206698041184
2	2_73	76864	78585	+	0.00012184755040583445	0.00012184755040583445
2	2_74	78731	79177	+	0.0030249086770201094	0.0030249086770201094
2	2_75	79270	82458	-	0.002948751186749796	0.002948751186749796
2	2_76	82455	83621	-	0.007180934827403583	0.007180934827403583
2	2_77	83766	84410	-	0.00013029347613226184	0.00013029347613226184
2	2_78	84654	85070	+	0.0006587610279720241	0.0006587610279720241
2	2_79	85080	85577	+	0.003590183876383478	0.003590183876383478
2	2_80	85617	86171	-	0.004891269015991178	0.004891269015991178
2	2_81	86193	86765	-	0.005033912025441039	0.005033912025441039
2	2_82	86868	87761	+	0.010339899823334367	0.010339899823334367
2	2_83	87957	88046	-	0.015515943899910399	0.015515943899910399
2	2_84	88098	88907	-	0.011596197538994374	0.011596197538994374
2	2_85	88969	89586	+	0.023758412615735143	0.023758412615735143
2	2_86	89816	90985	+	0.048606059666677616	0.048606059666677616
2	2_87	91149	91937	+	0.04074085485256209	0.04074085485256209
2	2_88	92063	93127	-	0.0336130920770895	0.0336130920770895
2	2_89	93301	93960	-	0.031517550425784496	0.031517550425784496
2	2_90	94042	95067	+	0.03338755598993641	0.03338755598993641
2	2_91	95207	96004	+	0.02698139738994021	0.02698139738994021
2	2_92	96035	96613	-	0.024318723222516412	0.024318723222516412
2	2_93	96678	97481	+	0.015038431095070456	0.015038431095070456
2	2_94	97546	98523	-	0.02057763893260557	0.02057763893260557
2	2_95	98593	99534	+	0.010504093019125768	0.010504093019125768
2	2_96	99625	100419	-	0.0013201436661627313	0.0013201436661627313
2	2_97	100506	101312	+	0.010313003725667258	0.010313003725667258
2	2_98	101370	103067	+	0.005817595834018519	0.005817595834018519
2	2_99	103064	104029	+	0.008789789439216551	0.008789789439216551
2	2_100	104019	106112	+	0.005941347962662361	0.005941347962662361
2	2_101	106109	107137	+	0.010542882019790348	0.010542882019790348
2	2_102	107267	108277	+	0.009451355879028397	0.009451355879028397
2	2_103	108274	109032	+	0.01019547945681254	0.01019547945681254
2	2_104	109029	109988	+	0.014332306352649588	0.014332306352649588
2	2_105	110293	111171	+	0.00005714691679976672	0.00005714691679976672
2	2_106	111334	112863	+	0.000019145086047738468	0.000019145086047738468
2	2_107	112860	113840	+	0.0003331524706463058	0.0003331524706463058
2	2_108	113837	114898	+	5.357464494780265e-6	5.357464494780265e-6
2	2_109	114942	115715	-	8.279804155812038e-6	8.279804155812038e-6
2	2_110	115901	116803	+	0.00033872949785534236	0.00033872949785534236
2	2_111	116800	117786	+	0.00007631606167405538	0.00007631606167405538
2	2_112	117812	118051	+	0.05694508391353021	0.05694508391353021
2	2_113	118048	119394	+	0.05240149720190217	0.05240149720190217
2	2_114	119504	120676	-	0.048307605438957374	0.048307605438957374
2	2_115	120999	122060	+	0.04462065888853888	0.04462065888853888
2	2_116	122122	123090	-	0.041302157267448764	0.041302157267448764
2	2_117	123357	124946	+	0.038536097540685786	0.038536097540685786
2	2_118	124918	125823	-	0.06055361527072359	0.06055361527072359
2	2_119	125843	127048	-	0.07839948385841879	0.07839948385841879
2	2_120	127145	127768	+	0.0686219662681955	0.0686219662681955
2	2_121	127935	128456	+	0.057875868353351914	0.057875868353351914
2	2_122	128529	129026	-	0.05716008044254694	0.05716008044254694
2	2_123	129162	129833	-	0.039068996314916456	0.039068996314916456
2	2_124	129982	131568	-	0.026587781650075023	0.026587781650075023
2	2_125	131866	132621	-	0.02697081447660988	0.02697081447660988
2	2_126	132709	133470	-	0.03283526528847231	0.03283526528847231
2	2_127	133655	134035	-	0.04690554436436538	0.04690554436436538
2	2_128	134032	134889	-	0.062442995973637894	0.062442995973637894
2	2_129	134947	137061	+	0.053506802327470654	0.053506802327470654
2	2_130	137125	137574	+	0.03290147455871512	0.03290147455871512
2	2_131	137726	138631	-	0.03538738754240746	0.03538738754240746
2	2_132	138705	139709	+	0.02120516290600645	0.02120516290600645
2	2_133	139750	141087	-	0.011586582487356443	0.011586582487356443
2	2_134	141186	141947	+	0.015958428015387587	0.015958428015387587
2	2_135	142128	143102	-	0.010801527452881897	0.010801527452881897
2	2_136	143264	144268	-	0.01175640860678753	0.01175640860678753
2	2_137	144281	144829	-	0.018427026394022526	0.018427026394022526
2	2_138	145024	145239	+	0.01856205107259426	0.01856205107259426
2	2_139	145256	145858	-	0.020302498904748834	0.020302498904748834
2	2_140	146017	146820	-	0.022780254415477173	0.022780254415477173
2	2_141	146993	148828	+	0.0022772877908132524	0.0022772877908132524
2	2_142	148909	150402	-	0.013783232937885928	0.013783232937885928
2	2_143	150942	151541	+	0.01158413120692486	0.01158413120692486
2	2_144	151926	152132	+	0.015667677452831884	0.015667677452831884
2	2_145	152295	155180	-	0.00004030090246672756	0.00004030090246672756
2	2_146	155612	156013	+	0.004265039842628749	0.004265039842628749
2	2_147	155905	157530	-	0.0124948368200325	0.0124948368200325
2	2_148	157597	158199	-	0.017359417325116977	0.017359417325116977
2	2_149	158395	158868	-	0.013683080972029821	0.013683080972029821
2	2_150	158944	159633	-	0.016528413119756388	0.016528413119756388
2	2_151	159716	160165	-	0.0049997035502758295	0.0049997035502758295
2	2_152	160683	161633	-	0.022495822848759423	0.022495822848759423
2	2_153	161639	161971	-	0.019409048973510357	0.019409048973510357
2	2_154	161994	162824	-	0.02724409800042023	0.02724409800042023
2	2_155	162999	165494	-	0.036315557820381046	0.036315557820381046
2	2_156	165617	166225	-	0.0065854658836426135	0.0065854658836426135
2	2_157	168612	168734	-	0.01101227339365525	0.01101227339365525
2	2_158	172162	172611	+	0.0005379797485150292	0.0005379797485150292
2	2_159	172690	174360	+	0.00039148062547966924	0.00039148062547966924
2	2_160	174387	175316	-	0.006082181250656314	0.006082181250656314
2	2_161	175406	177439	-	0.0013263098566687569	0.0013263098566687569
2	2_162	177879	180218	+	0.02656789468552411	0.02656789468552411
2	2_163	180310	181203	+	0.04498347900449747	0.04498347900449747
2	2_164	181480	183165	+	0.0005283565087168191	0.0005283565087168191
2	2_165	183316	184050	+	0.004600247470358433	0.004600247470358433
2	2_166	184067	185578	+	0.0065478759128403275	0.0065478759128403275
2	2_167	185649	186275	-	0.04463854504120774	0.04463854504120774
2	2_168	186256	186660	-	0.042401090646810906	0.042401090646810906
2	2_169	186685	186939	-	0.07453322099392923	0.07453322099392923
2	2_170	187118	189808	-	0.065384561232712	0.065384561232712
2	2_171	190044	190394	+	0.05710993101656235	0.05710993101656235
2	2_172	190360	194937	-	0.049622923992059254	0.049622923992059254
2	2_173	195123	196049	-	0.04284535842078949	0.04284535842078949
2	2_174	196046	197602	-	0.03670646078045806	0.03670646078045806
2	2_175	197621	198397	-	0.03439403636300952	0.03439403636300952
2	2_176	198412	198870	+	0.03597599153350821	0.03597599153350821
2	2_177	198908	202528	-	0.03740012602786146	0.03740012602786146
2	2_178	202580	204055	-	0.03868293264797789	0.03868293264797789
2	2_179	204347	205882	+	0.04145155861504957	0.04145155861504957
2	2_180	205961	207460	-	0.04233385712597592	0.04233385712597592
2	2_181	207715	208821	+	0.03845017051587278	0.03845017051587278
2	2_182	208934	209497	-	0.03965236944794341	0.03965236944794341
2	2_183	209505	210284	+	0.0027368663606496366	0.0027368663606496366
2	2_184	210353	210583	-	0.09630193947890003	0.09630193947890003
2	2_185	210826	212124	+	0.0876518855842651	0.0876518855842651
2	2_186	212225	213799	-	0.07583639966135243	0.07583639966135243
2	2_187	213896	216184	-	0.02559745661649206	0.02559745661649206
2	2_188	216392	217384	+	0.028665043780619123	0.028665043780619123
2	2_189	217430	217819	+	0.001650939553267707	0.001650939553267707
2	2_190	218091	218576	-	0.02356666626463466	0.02356666626463466
2	2_191	218758	219786	+	0.03158750103297286	0.03158750103297286
2	2_192	219829	220428	-	0.02798392875408175	0.02798392875408175
2	2_193	220521	221312	-	0.02407381073329102	0.02407381073329102
2	2_194	221468	222652	+	0.03831552624358546	0.03831552624358546
2	2_195	222692	224068	-	0.08571080893652004	0.08571080893652004
2	2_196	224306	224830	+	0.08587551570216112	0.08587551570216112
2	2_197	225007	225402	-	0.08962915568145337	0.08962915568145337
2	2_198	225402	226925	-	0.08989048432146826	0.08989048432146826
2	2_199	226989	228287	-	0.7694372274808627	0.7694372274808627
2	2_200	228416	229792	-	0.7902703571470752	0.7902703571470752
2	2_201	229893	231308	-	0.7884581365767848	0.7884581365767848
2	2_202	231688	232293	+	0.7799294874981344	0.7799294874981344
2	2_203	232400	234847	+	0.7723683917259886	0.7723683917259886
2	2_204	234817	237264	-	0.8928669783727438	0.8928669783727438
2	2_205	237455	238351	+	0.8996179819183032	0.8996179819183032
2	2_206	238420	238890	+	0.9023024416399228	0.9023024416399228
2	2_207	238917	240026	-	0.9021787436414175	0.9021787436414175
2	2_208	240168	240482	+	0.903727819159904	0.903727819159904
2	2_209	240628	241230	+	0.9056941538715373	0.9056941538715373
2	2_210	241291	243867	-	0.908098280876601	0.908098280876601
2	2_211	243864	244619	-	0.9109653048434899	0.9109653048434899
2	2_212	244616	244897	-	0.9147979729391277	0.9147979729391277
2	2_213	245062	245445	-	0.9192007107417904	0.9192007107417904
2	2_214	245579	246088	-	0.9242165053343617	0.9242165053343617
2	2_215	246094	247326	-	0.9681528289667591	0.9681528289667591
2	2_216	247344	248642	+	0.976013871852823	0.976013871852823
2	2_217	248765	249241	+	0.9809137834811855	0.9809137834811855
2	2_218	249376	249693	+	0.9985829580787269	0.9985829580787269
2	2_219	249654	250319	-	0.9949212122082397	0.9949212122082397
2	2_220	250316	251557	-	0.9801830982722762	0.9801830982722762
2	2_221	251666	252394	-	0.9356442066272802	0.9356442066272802
2	2_222	252516	252977	+	0.9012457116136856	0.9012457116136856
2	2_223	253017	254327	-	0.8966677889591439	0.8966677889591439
2	2_224	254437	255804	+	0.7049589465385961	0.7049589465385961
2	2_225	255887	256726	-	0.6786933813782872	0.6786933813782872
2	2_226	256912	257589	-	0.37238185086502595	0.37238185086502595
2	2_227	257734	258756	-	0.13979275109166298	0.13979275109166298
2	2_228	258861	259721	-	0.0723328894950016	0.0723328894950016
2	2_229	259718	260638	-	0.03732957581499107	0.03732957581499107
2	2_230	260651	261958	-	0.026494870471205377	0.026494870471205377
2	2_231	262140	263870	-	0.021501923376268193	0.021501923376268193
2	2_232	264144	265091	-	0.024437988926461884	0.024437988926461884
2	2_233	265269	266318	+	0.01068911882225435	0.01068911882225435
2	2_234	266411	266962	+	0.000038521781182282014	0.000038521781182282014
2	2_235	266981	268795	-	0.011163537498692025	0.011163537498692025
2	2_236	268888	270180	-	0.01076782759012203	0.01076782759012203
2	2_237	270346	271308	-	0.00621947200933843	0.00621947200933843
2	2_238	271391	272176	-	0.018876162631419682	0.018876162631419682
2	2_239	272432	272749	-	0.011292564865494868	0.011292564865494868
2	2_240	272921	273640	+	0.012906860222530379	0.012906860222530379
2	2_241	273737	274318	-	0.004957917980637837	0.004957917980637837
2	2_242	274430	275515	-	0.04430403324293636	0.04430403324293636
2	2_243	275494	276264	-	0.04109795006035874	0.04109795006035874
2	2_244	276327	277724	-	0.04294935619848132	0.04294935619848132
2	2_245	277954	278637	+	0.041528802178400534	0.041528802178400534
2	2_246	278621	279193	-	0.08842048401234887	0.08842048401234887
2	2_247	279279	279671	+	0.6955486643156681	0.6955486643156681
2	2_248	279810	280376	+	0.7074804755456293	0.7074804755456293
2	2_249	280486	281424	+	0.6938753595273844	0.6938753595273844
2	2_250	281458	282135	+	0.6816958913940527	0.6816958913940527
2	2_251	282132	282827	+	0.6687543497979174	0.6687543497979174
2	2_252	283009	283674	+	0.6568601146119425	0.6568601146119425
2	2_253	283813	285177	+	0.6531488868302755	0.6531488868302755
2	2_254	285186	285602	-	0.6500816483993487	0.6500816483993487
2	2_255	285766	286848	+	0.6483829104480244	0.6483829104480244
2	2_256	286973	288082	+	0.6484497779863955	0.6484497779863955
2	2_257	288237	288914	+	0.6490599037288511	0.6490599037288511
2	2_258	288911	289963	+	0.7255285121241623	0.7255285121241623
2	2_259	290163	290990	+	0.809022873786251	0.809022873786251
2	2_260	291025	292113	-	0.8266695523215641	0.8266695523215641
2	2_261	292255	293280	+	0.8447312869022314	0.8447312869022314
2	2_262	293302	294477	-	0.9440692692972454	0.9440692692972454
2	2_263	294689	295354	+	0.9593254192245049	0.9593254192245049
2	2_264	295436	296131	+	0.9815885384185669	0.9815885384185669
2	2_265	296110	297741	-	0.9878962461396713	0.9878962461396713
2	2_266	297932	305788	+	0.9997559650949894	0.9997559650949894
2	2_267	305842	306264	-	0.9940123851148714	0.9940123851148714
2	2_268	306376	307503	+	0.9769038367858995	0.9769038367858995
2	2_269	307616	308911	+	0.9708838086271528	0.9708838086271528
2	2_270	308963	309250	+	0.9662979196324502	0.9662979196324502
2	2_271	309285	309812	-	0.9622475899280716	0.9622475899280716
2	2_272	309959	311065	+	0.9586905246669043	0.9586905246669043
2	2_273	311234	311614	+	0.9555895798279987	0.9555895798279987
2	2_274	311756	313585	-	0.9527172218049653	0.9527172218049653
2	2_275	313745	314260	+	0.9073350847838768	0.9073350847838768
2	2_276	314386	315753	-	0.8570722672079932	0.8570722672079932
2	2_277	315925	317892	-	0.8317262600725391	0.8317262600725391
2	2_278	317987	318373	+	0.6308527621819978	0.6308527621819978
2	2_279	318483	319244	-	0.6301408161875011	0.6301408161875011
2	2_280	319355	321202	+	0.6961825317056419	0.6961825317056419
2	2_281	321199	322980	+	0.6959773222428924	0.6959773222428924
2	2_282	322992	323783	-	0.6936874088881528	0.6936874088881528
2	2_283	323953	326493	+	0.7203524807439152	0.7203524807439152
2	2_284	326490	326630	+	0.7647087889998511	0.7647087889998511
2	2_285	326627	327499	+	0.8153832530205797	0.8153832530205797
2	2_286	327480	328424	-	0.8732617401627925	0.8732617401627925
2	2_287	328535	328927	-	0.8716255606594988	0.8716255606594988
2	2_288	329110	329913	+	0.8673572231833098	0.8673572231833098
2	2_289	329980	330168	-	0.8573981715618509	0.8573981715618509
2	2_290	330457	333396	+	0.34730299135119935	0.34730299135119935
2	2_291	333393	334700	+	0.33786356847489	0.33786356847489
2	2_292	334762	338292	-	0.32894699838294056	0.32894699838294056
2	2_293	338459	339259	-	0.22134486226822442	0.22134486226822442
2	2_294	339406	340011	-	0.17610324021380552	0.17610324021380552
2	2_295	340306	343200	+	0.17093433185857013	0.17093433185857013
2	2_296	343275	344087	-	0.17497280385163058	0.17497280385163058
2	2_297	344130	344366	-	0.17903519442528226	0.17903519442528226
2	2_298	344370	345239	-	0.180333650203771	0.180333650203771
2	2_299	345377	345844	+	0.183511283397055	0.183511283397055
2	2_300	346028	346846	+	0.09939461416429377	0.09939461416429377
2	2_301	346843	347634	+	0.04864927324567298	0.04864927324567298
2	2_302	347643	348497	+	0.05320763778784865	0.05320763778784865
2	2_303	348558	349730	-	0.03328685809330153	0.03328685809330153
2	2_304	349803	351287	+	0.006764275058726919	0.006764275058726919
2	2_305	351348	352574	+	0.04461722840694595	0.04461722840694595
2	2_306	352863	353951	-	0.039791472421513686	0.039791472421513686
2	2_307	354265	355737	+	0.035425377077128554	0.035425377077128554
2	2_308	355730	357160	+	0.02801083337794734	0.02801083337794734
2	2_309	357147	358220	-	0.025733989003197007	0.025733989003197007
2	2_310	358283	358948	-	0.0332974216900924	0.0332974216900924
2	2_311	358945	360069	-	0.02230546156147201	0.02230546156147201
2	2_312	360237	360449	+	0.02517201286188219	0.02517201286188219
2	2_313	360689	361987	+	0.019175621361878403	0.019175621361878403
2	2_314	362033	363034	-	0.01824868970283149	0.01824868970283149
2	2_315	363070	364512	+	0.03179655735614792	0.03179655735614792
2	2_316	364481	365668	-	0.023957987221460853	0.023957987221460853
2	2_317	365833	367047	-	0.009950315361264296	0.009950315361264296
2	2_318	367120	368046	+	0.01769263718069818	0.01769263718069818
2	2_319	368174	369514	+	0.02833562420243843	0.02833562420243843
2	2_320	369971	371449	+	0.025707623225083118	0.025707623225083118
2	2_321	371534	372772	+	0.023324839642136126	0.023324839642136126
2	2_322	372769	373314	+	0.028006777095608074	0.028006777095608074
2	2_323	373384	374082	-	0.03316468622862346	0.03316468622862346
2	2_324	374094	374855	-	0.03792749027757865	0.03792749027757865
2	2_325	374852	375517	-	0.011025246618949446	0.011025246618949446
2	2_326	375642	376442	+	0.01572117523314058	0.01572117523314058
2	2_327	376435	377547	+	0.019959039420799636	0.019959039420799636
2	2_328	377654	378505	+	0.03945612270243971	0.03945612270243971
2	2_329	378502	378978	+	0.07428021861407304	0.07428021861407304
2	2_330	378978	380180	+	0.1143378438524071	0.1143378438524071
2	2_331	380188	380751	+	0.15864535245769332	0.15864535245769332
2	2_332	380748	381728	+	0.05141781097048617	0.05141781097048617
2	2_333	381796	382611	-	0.027230281010479328	0.027230281010479328
2	2_334	382611	383537	-	0.01641535087121367	0.01641535087121367
2	2_335	383544	384935	-	0.01339555797262685	0.01339555797262685
2	2_336	385084	386127	-	0.01903279152447488	0.01903279152447488
2	2_337	386234	387433	+	0.0033203755264815974	0.0033203755264815974
2	2_338	387925	390306	-	0.006162232553358134	0.006162232553358134
2	2_339	390383	391276	-	0.00600434802045783	0.00600434802045783
