sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
1	1_70	64529	66367	-	PF06414	Pfam	9.375158713577863e-37	3.3894283129348744e-40	329	516	0.0002098903043330792
1	1_71	66486	67619	+	PF02661	Pfam	2.8242355690576466e-14	1.0210540741350856e-17	122	208	0.004286522295811576
1	1_78	72283	73224	+	PF00107	Pfam	1.0239188826455068e-25	3.701803624893372e-29	141	263	0.07299410027839894
1	1_78	72283	73224	+	PF13602	Pfam	5.337040216051236e-16	1.929515624024308e-19	173	309	0.07299410027839894
1	1_81	74356	75534	+	PF01135	Pfam	5.573901634472903e-27	2.0151488194045202e-30	73	210	0.09839435193999195
1	1_81	74356	75534	+	PF13649	Pfam	6.570261894206547e-7	2.375365833046474e-10	111	188	0.09839435193999195
1	1_84	76851	77486	+	PF01068	Pfam	1.2252200619918804e-27	4.42957361529964e-31	23	205	0.0031699694546464567
1	1_90	81352	82581	+	PF04326	Pfam	1.6947190739679474e-13	6.126967006391712e-17	12	143	0.00008526038016460302
1	1_93	83538	86246	-	PF04851	Pfam	8.477461596257725e-16	3.0648812712428507e-19	11	219	0.0171336726811272
1	1_93	83538	86246	-	PF03457	Pfam	7.21328091907227e-13	2.6078383655358895e-16	588	659	0.0171336726811272
1	1_93	83538	86246	-	PF03457	Pfam	7.596644785179334e-7	2.74643701561075e-10	665	724	0.0171336726811272
2	2_1	3	1178	+	PF03457	Pfam	3.9272107087569527e-13	1.4198158744602143e-16	85	152	0.10835018167300826
2	2_6	10029	11117	-	PF05544	Pfam	1.6744705210698212e-7	6.053761825993569e-11	2	29	0.00004307574613392073
2	2_7	11720	13066	-	PF00701	Pfam	8.487747445462113e-48	3.0685999441294697e-51	6	281	9.54469056832284e-6
2	2_7	11720	13066	-	PF05544	Pfam	2.3054411315445615e-42	8.334928168996968e-46	319	425	9.54469056832284e-6
2	2_8	13063	14109	-	PF04324	Pfam	4.873609638332999e-11	1.761970223547722e-14	134	184	0.005991069090717982
2	2_9	14112	14810	-	PF12831	Pfam	5.3779510363372075e-9	1.9443062315029673e-12	6	43	0.008713523932411397
2	2_9	14112	14810	-	PF13450	Pfam	1.6970982859167078e-6	6.135568640335169e-10	8	54	0.008713523932411397
2	2_10	14807	15091	-	PF13510	Pfam	2.705934260559565e-22	9.782842590598571e-26	10	88	0.00027377388877216664
2	2_11	15091	16275	-	PF01266	Pfam	2.6803925917925134e-62	9.690501054925934e-66	7	370	0.007831110792399851
2	2_11	15091	16275	-	PF13450	Pfam	2.5295716571520126e-6	9.145233756876401e-10	10	45	0.007831110792399851
2	2_12	16348	16986	-	PF13443	Pfam	1.219822889228569e-6	4.410061060117748e-10	13	70	0.005624291564784012
2	2_12	16348	16986	-	PF01381	Pfam	8.10510536333882e-17	2.9302622427110704e-20	14	66	0.005624291564784012
2	2_12	16348	16986	-	PF12844	Pfam	4.2506296510758094e-10	1.536742462427986e-13	14	70	0.005624291564784012
2	2_12	16348	16986	-	PF07883	Pfam	4.9344703146457394e-8	1.783973360320224e-11	113	173	0.005624291564784012
2	2_16	20423	21406	-	PF13384	Pfam	4.766459941282271e-8	1.7232320828930843e-11	19	55	0.02094212318010641
2	2_16	20423	21406	-	PF13551	Pfam	4.13338560869183e-8	1.4943548838365256e-11	20	74	0.02094212318010641
2	2_16	20423	21406	-	PF00665	Pfam	1.5786619675259828e-25	5.707382384403409e-29	131	261	0.02094212318010641
2	2_16	20423	21406	-	PF13683	Pfam	1.0298177637530995e-19	3.7231300207993474e-23	250	315	0.02094212318010641
2	2_21	24767	26038	+	PF00557	Pfam	3.0671618155493103e-17	1.1088799043923753e-20	179	385	0.018749323307397866
2	2_22	26175	27554	+	PF01408	Pfam	4.282539495292182e-14	1.5482789209299284e-17	61	183	0.01724080851716539
2	2_24	27933	29678	-	PF14520	Pfam	1.5906508392039502e-9	5.750726099797362e-13	95	147	0.006551579927369715
2	2_24	27933	29678	-	PF02811	Pfam	7.018524229291643e-11	2.537427414783674e-14	344	445	0.006551579927369715
2	2_25	29713	30129	-	PF11969	Pfam	6.272169777239564e-15	2.2675957256831395e-18	3	102	0.00012692879333081475
2	2_25	29713	30129	-	PF01230	Pfam	1.5376855249178691e-21	5.55923906333286e-25	12	105	0.00012692879333081475
2	2_26	30219	31325	-	PF01510	Pfam	5.922463853650708e-28	2.1411655291578845e-31	236	355	0.002328682652704549
2	2_28	32103	32702	-	PF11716	Pfam	2.6104621596624143e-15	9.437679536017405e-19	10	135	0.008538576573552593
2	2_29	32755	33360	-	PF12844	Pfam	5.648139099219584e-10	2.0419881052854605e-13	15	74	0.0049700008941928435
2	2_29	32755	33360	-	PF13443	Pfam	5.538460902459082e-9	2.002335828799379e-12	17	73	0.0049700008941928435
2	2_29	32755	33360	-	PF01381	Pfam	3.628138391955653e-17	1.3116913926086959e-20	18	72	0.0049700008941928435
2	2_29	32755	33360	-	PF07883	Pfam	3.277468209507948e-17	1.1849125847823383e-20	114	178	0.0049700008941928435
2	2_30	33511	34437	-	PF19054	Pfam	5.2945434106774295e-61	1.9141516307582897e-64	116	296	0.01817273218835792
2	2_32	36116	37342	-	PF02771	Pfam	3.842901835782564e-15	1.3893354431607246e-18	9	115	0.013822778227492219
2	2_32	36116	37342	-	PF02770	Pfam	4.68533528878775e-25	1.6939028520563087e-28	126	223	0.013822778227492219
2	2_32	36116	37342	-	PF00441	Pfam	3.5193765687829686e-53	1.2723704153228375e-56	258	402	0.013822778227492219
2	2_32	36116	37342	-	PF08028	Pfam	4.200977457172533e-29	1.5187915607999034e-32	270	391	0.013822778227492219
2	2_33	37515	38159	+	PF00440	Pfam	7.456849580561448e-12	2.6958964499499086e-15	20	65	0.007923824474329683
2	2_34	38283	38843	-	PF01327	Pfam	1.5469051154556511e-44	5.592570916325565e-48	15	164	0.005236826085986152
2	2_35	38949	40187	+	PF08245	Pfam	2.693931940470872e-12	9.739450254775386e-16	65	266	0.06354949570430815
2	2_36	40246	40974	+	PF07685	Pfam	2.265766277753636e-37	8.191490519716689e-41	8	202	0.10011174600320752
2	2_40	43548	45233	-	PF00561	Pfam	6.207778526122215e-31	2.244316169964648e-34	123	501	0.04841793387063476
2	2_40	43548	45233	-	PF08386	Pfam	5.570644522706615e-29	2.0139712663436784e-32	435	533	0.04841793387063476
2	2_41	45570	46523	+	PF04389	Pfam	2.0725478644361764e-46	7.492942387694059e-50	106	310	0.040231957111755944
2	2_42	46742	47056	-	PF02604	Pfam	4.54442351644136e-16	1.6429586104271006e-19	9	59	0.04171972080349215
2	2_43	47128	47784	+	PF00574	Pfam	5.886549340243685e-73	2.1281812509919323e-76	27	205	0.05506361265987466
2	2_45	48209	48724	+	PF19853	Pfam	6.081889000954898e-56	2.198802964915003e-59	5	145	0.09949278907536452
2	2_46	48786	49940	-	PF00155	Pfam	9.934084430374863e-58	3.591498347930175e-61	37	376	0.11221269540851879
2	2_46	48786	49940	-	PF01041	Pfam	1.383921432032436e-6	5.003331279943732e-10	82	214	0.11221269540851879
2	2_47	50182	51246	+	PF04055	Pfam	9.520638872844379e-14	3.4420241767333256e-17	65	220	0.12306171683133829
2	2_48	51239	52561	+	PF00202	Pfam	3.556720307286345e-110	1.2858714053819034e-113	37	432	0.13276340781175008
2	2_49	52640	53410	+	PF13500	Pfam	1.4813587423162276e-29	5.355599213001546e-33	5	205	0.036280131611516796
2	2_50	53579	54130	+	PF13302	Pfam	5.825672835966104e-17	2.1061723918894085e-20	21	151	0.022862212232203097
2	2_50	53579	54130	+	PF00583	Pfam	3.267119033666179e-12	1.181171017232892e-15	53	150	0.022862212232203097
2	2_53	54956	55738	+	PF00005	Pfam	7.295711468333305e-29	2.637639721017102e-32	39	185	0.027915048026086058
2	2_54	55844	56266	+	PF00583	Pfam	8.480657631900536e-14	3.0660367432756816e-17	42	126	0.027798855291094465
2	2_54	55844	56266	+	PF13508	Pfam	3.5273698885425654e-9	1.2752602633921061e-12	47	99	0.027798855291094465
2	2_54	55844	56266	+	PF13673	Pfam	1.8526283479174071e-10	6.697860983070887e-14	47	127	0.027798855291094465
2	2_55	56450	57796	+	PF01595	Pfam	3.6815674646406583e-35	1.3310077601737738e-38	9	201	0.000058566978720945456
2	2_55	56450	57796	+	PF00571	Pfam	8.8143556899546e-7	3.186679569759436e-10	283	337	0.000058566978720945456
2	2_55	56450	57796	+	PF03471	Pfam	9.703607375582674e-17	3.5081733100443506e-20	365	432	0.000058566978720945456
2	2_56	57793	58812	+	PF01595	Pfam	1.5663107708396156e-46	5.662728744900996e-50	8	199	0.00002008943300040322
2	2_57	58931	59764	+	PF00657	Pfam	2.725424347327581e-11	9.853305666404848e-15	28	204	0.021851583307183852
2	2_57	58931	59764	+	PF13472	Pfam	4.520103406937751e-22	1.6341660907222526e-25	29	200	0.021851583307183852
2	2_58	59774	61204	+	PF10397	Pfam	5.442961563505278e-13	1.967809675887664e-16	370	452	0.056395959778207466
2	2_59	61270	61779	+	PF03167	Pfam	3.0748319388270154e-26	1.1116529063004394e-29	4	147	0.04065311992635029
2	2_62	63035	64189	+	PF12802	Pfam	1.2235174293993684e-7	4.423418038320204e-11	20	76	0.026785078559498413
2	2_63	64398	65135	-	PF00392	Pfam	6.860703616064731e-16	2.4803700708838506e-19	25	75	0.013295813608382128
2	2_63	64398	65135	-	PF07702	Pfam	1.1483061257095753e-15	4.151504431343367e-19	105	229	0.013295813608382128
2	2_64	65353	66114	+	PF00106	Pfam	5.741738288471489e-51	2.0758272915659755e-54	9	203	0.013782333024463857
2	2_64	65353	66114	+	PF08659	Pfam	1.841672918088501e-16	6.658253499958427e-20	11	173	0.013782333024463857
2	2_64	65353	66114	+	PF13561	Pfam	4.856608313367284e-58	1.7558236852376297e-61	16	253	0.013782333024463857
2	2_65	66183	67103	-	PF04542	Pfam	1.8735697558294193e-16	6.773571062290019e-20	22	85	0.004929380445680563
2	2_65	66183	67103	-	PF04545	Pfam	8.710983278151e-8	3.149307041992408e-11	129	176	0.004929380445680563
2	2_66	67238	68110	+	PF00561	Pfam	7.114235005838432e-14	2.572030009341443e-17	40	271	0.011838121809999836
2	2_66	67238	68110	+	PF12146	Pfam	2.0143872242889845e-7	7.282672539005729e-11	41	274	0.011838121809999836
2	2_66	67238	68110	+	PF12697	Pfam	5.537294844690023e-23	2.0019142605531533e-26	41	281	0.011838121809999836
2	2_70	73847	75160	+	PF13302	Pfam	1.8887693248413986e-6	6.828522504849597e-10	271	397	0.011884847999520822
2	2_71	75075	76283	-	PF01053	Pfam	1.1496766670258132e-86	4.156459389102723e-90	12	375	0.007551120024995998
2	2_72	76359	76832	+	PF13404	Pfam	2.0786847727658737e-15	7.515129330317692e-19	7	48	0.008965206698041184
2	2_72	76359	76832	+	PF13412	Pfam	1.5505835616277291e-16	5.605869709427799e-20	7	53	0.008965206698041184
2	2_72	76359	76832	+	PF01037	Pfam	2.4810345353138514e-13	8.969756092964032e-17	74	146	0.008965206698041184
2	2_73	76864	78585	+	PF05960	Pfam	2.021295487950654e-148	7.307648184926442e-152	34	569	0.00012184755040583445
2	2_74	78731	79177	+	PF13404	Pfam	3.536931086277079e-17	1.278716950931699e-20	7	47	0.0030249086770201094
2	2_74	78731	79177	+	PF13412	Pfam	8.012165635861052e-17	2.896661473557864e-20	7	53	0.0030249086770201094
2	2_74	78731	79177	+	PF12802	Pfam	8.501282884289078e-10	3.073493450574504e-13	9	53	0.0030249086770201094
2	2_74	78731	79177	+	PF01047	Pfam	5.881029351262549e-9	2.126185593370408e-12	10	53	0.0030249086770201094
2	2_74	78731	79177	+	PF12840	Pfam	1.211085227069939e-6	4.378471536767675e-10	12	54	0.0030249086770201094
2	2_74	78731	79177	+	PF01037	Pfam	3.0796553393254095e-12	1.1133967242680439e-15	72	137	0.0030249086770201094
2	2_75	79270	82458	-	PF13476	Pfam	1.346637307420273e-20	4.868536903182476e-24	5	194	0.002948751186749796
2	2_76	82455	83621	-	PF00149	Pfam	2.611076526059124e-13	9.439900672664947e-17	1	217	0.007180934827403583
2	2_77	83766	84410	-	PF01205	Pfam	3.4725938604803367e-28	1.2554569271440119e-31	20	121	0.00013029347613226184
2	2_77	83766	84410	-	PF09186	Pfam	1.175688111883609e-14	4.250499319897357e-18	140	194	0.00013029347613226184
2	2_78	84654	85070	+	PF13380	Pfam	2.2371166047049142e-35	8.087912526048135e-39	18	131	0.0006587610279720241
2	2_79	85080	85577	+	PF00583	Pfam	7.723735421314169e-11	2.792384461791095e-14	32	145	0.003590183876383478
2	2_79	85080	85577	+	PF13508	Pfam	1.5116420969500498e-6	5.46508350307321e-10	86	146	0.003590183876383478
2	2_79	85080	85577	+	PF13673	Pfam	6.705703237485617e-7	2.4243323345934984e-10	94	149	0.003590183876383478
2	2_80	85617	86171	-	PF04073	Pfam	1.0725673458508614e-14	3.8776838244788914e-18	49	171	0.004891269015991178
2	2_81	86193	86765	-	PF12844	Pfam	4.558536383078042e-9	1.6480608760224302e-12	14	70	0.005033912025441039
2	2_81	86193	86765	-	PF01381	Pfam	5.235263993572483e-13	1.892720171212033e-16	15	68	0.005033912025441039
2	2_81	86193	86765	-	PF07883	Pfam	1.6527276803166067e-15	5.975154303386142e-19	115	182	0.005033912025441039
2	2_82	86868	87761	+	PF00892	Pfam	1.179316853923196e-10	4.2636184162082285e-14	3	129	0.010339899823334367
2	2_82	86868	87761	+	PF00892	Pfam	1.3057091798681504e-9	4.720568256934745e-13	145	295	0.010339899823334367
2	2_84	88098	88907	-	PF14602	Pfam	1.5865900983498456e-7	5.7360451856465855e-11	173	206	0.011596197538994374
2	2_84	88098	88907	-	PF00132	Pfam	4.775597443486286e-10	1.7265355905590333e-13	174	208	0.011596197538994374
2	2_85	88969	89586	+	PF00132	Pfam	6.532345483003693e-7	2.361657802965905e-10	93	126	0.023758412615735143
2	2_86	89816	90985	+	PF00009	Pfam	5.791346467388629e-53	2.0937622803284992e-56	10	200	0.048606059666677616
2	2_86	89816	90985	+	PF03144	Pfam	6.411510995369217e-14	2.3179721602925586e-17	224	290	0.048606059666677616
2	2_86	89816	90985	+	PF03143	Pfam	3.4450691670517643e-26	1.2455058449211007e-29	295	388	0.048606059666677616
2	2_89	93301	93960	-	PF00440	Pfam	1.2598812491259879e-11	4.554885210144569e-15	37	80	0.031517550425784496
2	2_89	93301	93960	-	PF16859	Pfam	1.3466243085610962e-26	4.8684899080299935e-30	95	205	0.031517550425784496
2	2_91	95207	96004	+	PF09335	Pfam	3.5236608953434694e-27	1.273919340326634e-30	106	223	0.02698139738994021
2	2_92	96035	96613	-	PF11716	Pfam	8.759165223355414e-9	3.1667264003454135e-12	11	126	0.024318723222516412
2	2_93	96678	97481	+	PF12833	Pfam	9.760228988510542e-18	3.528643885940182e-21	192	265	0.015038431095070456
2	2_94	97546	98523	-	PF08240	Pfam	8.668558322686604e-9	3.133969024832467e-12	43	100	0.02057763893260557
2	2_94	97546	98523	-	PF00107	Pfam	8.390398256378296e-19	3.033405009536622e-22	168	248	0.02057763893260557
2	2_94	97546	98523	-	PF13602	Pfam	1.083207147236857e-31	3.916150206930069e-35	199	322	0.02057763893260557
2	2_95	98593	99534	+	PF01965	Pfam	6.698309913199263e-16	2.4216594046273547e-19	2	167	0.010504093019125768
2	2_95	98593	99534	+	PF00165	Pfam	1.1235703994847923e-8	4.062076643112047e-12	217	255	0.010504093019125768
2	2_95	98593	99534	+	PF12833	Pfam	2.3009388416485887e-19	8.318650909792439e-23	228	306	0.010504093019125768
2	2_96	99625	100419	-	PF01909	Pfam	6.56108897776823e-7	2.3720495219697143e-10	22	72	0.0013201436661627313
2	2_96	99625	100419	-	PF18765	Pfam	2.6528428736765004e-7	9.590899760218728e-11	24	56	0.0013201436661627313
2	2_98	101370	103067	+	PF00496	Pfam	2.2574006691459036e-68	8.161246092356846e-72	127	451	0.005817595834018519
2	2_99	103064	104029	+	PF19300	Pfam	1.8289029263210369e-9	6.612085778456388e-13	7	79	0.008789789439216551
2	2_99	103064	104029	+	PF00528	Pfam	2.8154292863542977e-32	1.0178703132155813e-35	117	315	0.008789789439216551
2	2_100	104019	106112	+	PF00528	Pfam	2.2920382332224077e-25	8.286472282076673e-29	106	285	0.005941347962662361
2	2_100	104019	106112	+	PF00005	Pfam	1.3082229242990456e-25	4.7296562700616255e-29	366	513	0.005941347962662361
2	2_100	104019	106112	+	PF08352	Pfam	4.830105283655528e-17	1.746241968060567e-20	566	629	0.005941347962662361
2	2_101	106109	107137	+	PF00005	Pfam	6.058903563134528e-33	2.1904929729336687e-36	44	197	0.010542882019790348
2	2_101	106109	107137	+	PF08352	Pfam	1.0396776833243642e-16	3.7587768739131026e-20	248	312	0.010542882019790348
2	2_102	107267	108277	+	PF01408	Pfam	7.623234334994361e-24	2.7560500126516126e-27	5	120	0.009451355879028397
2	2_103	108274	109032	+	PF08220	Pfam	2.2195275118467788e-7	8.024322168643452e-11	28	78	0.01019547945681254
2	2_103	108274	109032	+	PF00392	Pfam	2.5575151306645355e-15	9.246258606885522e-19	36	81	0.01019547945681254
2	2_103	108274	109032	+	PF07702	Pfam	3.1103485916110405e-41	1.1244933447617645e-44	102	242	0.01019547945681254
2	2_105	110293	111171	+	PF02673	Pfam	3.40405418613374e-84	1.2306775799471223e-87	7	271	0.00005714691679976672
2	2_106	111334	112863	+	PF07905	Pfam	1.5961661822706317e-28	5.770665879503368e-32	21	125	0.000019145086047738468
2	2_107	112860	113840	+	PF02682	Pfam	4.6715566216406924e-43	1.6889214105714723e-46	27	244	0.0003331524706463058
2	2_108	113837	114898	+	PF02626	Pfam	1.3822980779704641e-75	4.997462320934433e-79	40	312	5.357464494780265e-6
2	2_109	114942	115715	-	PF03746	Pfam	5.364258520585795e-85	1.939355936581994e-88	5	238	8.279804155812038e-6
2	2_110	115901	116803	+	PF02682	Pfam	4.0374322231238635e-42	1.459664578135887e-45	13	230	0.00033872949785534236
2	2_111	116800	117786	+	PF02626	Pfam	5.080473332666287e-91	1.836758254760046e-94	26	302	0.00007631606167405538
2	2_116	122122	123090	-	PF04542	Pfam	1.011205603247719e-17	3.655840937265795e-21	83	151	0.041302157267448764
2	2_116	122122	123090	-	PF04539	Pfam	1.6974033137571766e-7	6.136671416331079e-11	161	233	0.041302157267448764
2	2_116	122122	123090	-	PF04545	Pfam	9.729253600021284e-18	3.517445263926711e-21	250	296	0.041302157267448764
2	2_117	123357	124946	+	PF20154	Pfam	4.7391172586736387e-26	1.7133468035696452e-29	18	174	0.038536097540685786
2	2_117	123357	124946	+	PF00795	Pfam	7.195248200651558e-25	2.601318944559493e-28	217	441	0.038536097540685786
2	2_118	124918	125823	-	PF01408	Pfam	1.951523533313874e-12	7.055399614294555e-16	1	121	0.06055361527072359
2	2_119	125843	127048	-	PF01266	Pfam	2.105448692330005e-6	7.611889704736099e-10	6	37	0.07839948385841879
2	2_119	125843	127048	-	PF01494	Pfam	5.9288386340590415e-25	2.1434702220025457e-28	7	342	0.07839948385841879
2	2_119	125843	127048	-	PF13450	Pfam	1.836715366960481e-7	6.640330321621406e-11	8	38	0.07839948385841879
2	2_120	127145	127768	+	PF17940	Pfam	4.3921601424622504e-27	1.587910391345716e-30	93	206	0.0686219662681955
2	2_123	129162	129833	-	PF03167	Pfam	1.311359778671726e-22	4.740997030628077e-26	52	201	0.039068996314916456
2	2_124	129982	131568	-	PF00496	Pfam	5.96615485798788e-73	2.156961264637701e-76	78	444	0.026587781650075023
2	2_125	131866	132621	-	PF00106	Pfam	2.3451416601858806e-47	8.478458641308318e-51	10	198	0.02697081447660988
2	2_125	131866	132621	-	PF08659	Pfam	1.4471523834942643e-6	5.23193197214123e-10	11	181	0.02697081447660988
2	2_125	131866	132621	-	PF13561	Pfam	3.2259063222107482e-55	1.1662712661644064e-58	17	245	0.02697081447660988
2	2_126	132709	133470	-	PF00106	Pfam	2.980177109751266e-54	1.0774320714935885e-57	8	197	0.03283526528847231
2	2_126	132709	133470	-	PF01370	Pfam	2.0556263108575974e-6	7.431765404402014e-10	10	151	0.03283526528847231
2	2_126	132709	133470	-	PF08659	Pfam	1.300362182929935e-21	4.701237103868167e-25	10	169	0.03283526528847231
2	2_126	132709	133470	-	PF13561	Pfam	1.340667671485087e-63	4.8469547052967715e-67	13	250	0.03283526528847231
2	2_128	134032	134889	-	PF20613	Pfam	4.856441490059457e-16	1.755763373123448e-19	13	232	0.062442995973637894
2	2_129	134947	137061	+	PF02129	Pfam	1.2654421000013807e-9	4.574989515550907e-13	470	601	0.053506802327470654
2	2_129	134947	137061	+	PF00326	Pfam	2.1160341379407866e-44	7.650159573177102e-48	506	702	0.053506802327470654
2	2_130	137125	137574	+	PF00355	Pfam	3.5972505142107566e-16	1.3005244086083719e-19	59	136	0.03290147455871512
2	2_131	137726	138631	-	PF00126	Pfam	1.3810373827904326e-20	4.9929044930962855e-24	4	63	0.03538738754240746
2	2_131	137726	138631	-	PF03466	Pfam	3.695572083121697e-38	1.336070890499529e-41	88	296	0.03538738754240746
2	2_132	138705	139709	+	PF00892	Pfam	3.792328363460356e-21	1.3710514690746044e-24	46	172	0.02120516290600645
2	2_132	138705	139709	+	PF00892	Pfam	1.1737015868159184e-20	4.243317378220963e-24	185	319	0.02120516290600645
2	2_133	139750	141087	-	PF00392	Pfam	6.143692655067525e-14	2.221147019185656e-17	14	74	0.011586582487356443
2	2_133	139750	141087	-	PF00155	Pfam	1.3017734042215284e-20	4.7063391331219394e-24	108	427	0.011586582487356443
2	2_135	142128	143102	-	PF00892	Pfam	5.0618793004458615e-12	1.8300359003781133e-15	16	158	0.010801527452881897
2	2_135	142128	143102	-	PF00892	Pfam	1.7309461137306979e-18	6.257939673646774e-22	169	304	0.010801527452881897
2	2_136	143264	144268	-	PF00892	Pfam	1.0548766604977994e-14	3.813726176781632e-18	14	144	0.01175640860678753
2	2_136	143264	144268	-	PF00892	Pfam	7.480591668023486e-14	2.7044799956700962e-17	157	303	0.01175640860678753
2	2_141	146993	148828	+	PF13531	Pfam	4.93126029239704e-31	1.7828128316692119e-34	75	354	0.0022772877908132524
2	2_141	146993	148828	+	PF00092	Pfam	4.289240261327623e-10	1.5507014683035514e-13	406	598	0.0022772877908132524
2	2_145	152295	155180	-	PF02347	Pfam	5.525919653372017e-177	1.9978017546536575e-180	19	447	0.00004030090246672756
2	2_145	152295	155180	-	PF02347	Pfam	8.580340327094206e-13	3.1020753170984114e-16	454	736	0.00004030090246672756
2	2_146	155612	156013	+	PF05239	Pfam	2.2157110397980187e-11	8.010524366587197e-15	5	68	0.004265039842628749
2	2_147	155905	157530	-	PF00817	Pfam	1.7188568978678078e-44	6.214233181011597e-48	1	147	0.0124948368200325
2	2_147	155905	157530	-	PF11799	Pfam	6.4652656243914876e-24	2.3374062271841966e-27	235	340	0.0124948368200325
2	2_151	159716	160165	-	PF16697	Pfam	1.725111084583654e-16	6.236844123585156e-20	56	143	0.0049997035502758295
2	2_151	159716	160165	-	PF00498	Pfam	3.385623010752016e-20	1.2240141036702878e-23	72	136	0.0049997035502758295
2	2_155	162999	165494	-	PF00483	Pfam	6.87952977590351e-55	2.4871763470366996e-58	2	233	0.036315557820381046
2	2_155	162999	165494	-	PF12804	Pfam	2.425942872797773e-14	8.770581608090286e-18	3	131	0.036315557820381046
2	2_155	162999	165494	-	PF02878	Pfam	1.2898470213712141e-13	4.6632213353984604e-17	384	511	0.036315557820381046
2	2_155	162999	165494	-	PF02879	Pfam	2.1189414706800862e-17	7.660670537527427e-21	532	632	0.036315557820381046
2	2_155	162999	165494	-	PF02880	Pfam	1.2256115772676056e-6	4.430989071827931e-10	638	740	0.036315557820381046
2	2_156	165617	166225	-	PF01066	Pfam	1.4554479118604864e-36	5.2619230363719685e-40	14	168	0.0065854658836426135
2	2_158	172162	172611	+	PF00358	Pfam	3.624734765387287e-38	1.3104608696266401e-41	3	124	0.0005379797485150292
2	2_159	172690	174360	+	PF05524	Pfam	1.0500100710924341e-21	3.7961318549979545e-25	6	123	0.00039148062547966924
2	2_159	172690	174360	+	PF02896	Pfam	4.1751404678427593e-78	1.5094506391333186e-81	251	524	0.00039148062547966924
2	2_161	175406	177439	-	PF16177	Pfam	1.7179087616789311e-13	6.210805356756801e-17	60	116	0.0013263098566687569
2	2_161	175406	177439	-	PF00501	Pfam	1.576051391681772e-47	5.697944293860347e-51	133	547	0.0013263098566687569
2	2_161	175406	177439	-	PF13193	Pfam	5.755431743407296e-7	2.0807779260330065e-10	560	635	0.0013263098566687569
2	2_162	177879	180218	+	PF01055	Pfam	3.5774503488526276e-136	1.2933659974159898e-139	268	709	0.02656789468552411
2	2_163	180310	181203	+	PF01427	Pfam	1.5067063854006892e-18	5.447239281998154e-22	68	191	0.04498347900449747
2	2_163	180310	181203	+	PF01427	Pfam	1.6757132618840375e-15	6.058254742892398e-19	221	289	0.04498347900449747
2	2_164	181480	183165	+	PF00563	Pfam	2.809721225294855e-35	1.015806661350273e-38	7	217	0.0005283565087168191
2	2_164	181480	183165	+	PF00990	Pfam	1.4941232864519684e-9	5.401747239522662e-13	383	467	0.0005283565087168191
